Year,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
2008,Anton Volchenkov,OTT,D,42,1982-02-25,Moscow,RUS,RUS,73,220,2000,OTT,1,21,21,
2008,Antti Miettinen,MIN,R,43,1980-07-03,Hämeenlinna,FIN,FIN,72,190,2000,DAL,7,27,224,
2008,Antti Pihlstrom,NSH,L,39,1984-10-22,Vantaa,FIN,FIN,71,190,-,-,-,-,-,
2008,Anze Kopitar,L.A,C,36,1987-08-24,Jesenice,SVN,SVN,75,225,2005,L.A,1,11,11,
2008,Arron Asham,PHI,R,45,1978-04-13,Portage La Prairie,MB,CAN,CAN,71,210,1996,MTL,3,19,71
2008,Artem Anisimov,NYR,C,35,1988-05-24,Yaroslavl,RUS,RUS,76,199,2006,NYR,2,24,54,
2008,B.J. Crombeen,"DAL, STL",R,38,1985-07-10,Denver,CO,USA,USA,74,209,2003,DAL,2,24,54
2008,Barret Jackman,STL,D,43,1981-03-05,Trail,BC,CAN,CAN,72,203,1999,STL,1,17,17
2008,Barry Tallackson,N.J,R,40,1983-04-14,Grafton,ND,USA,USA,77,215,2002,N.J,2,23,53
2008,Ben Eager,CHI,L,40,1984-01-22,Ottawa,ON,CAN,CAN,74,226,2002,PHX,1,23,23
2008,Ben Guite,COL,R,45,1978-07-17,Montreal,QC,CAN,CAN,73,210,1997,MTL,7,11,172
2008,Ben Lovejoy,PIT,D,40,1984-02-20,Concord,NH,USA,USA,73,205,-,-,-,-,-
2008,Ben Maxwell,MTL,C,36,1988-03-30,North Vancouver,BC,CAN,CAN,73,195,2006,MTL,2,19,49
2008,Ben Ondrus,TOR,R,41,1982-06-25,Sherwood Park,AB,CAN,CAN,71,208,-,-,-,-,-
2008,Ben Walter,NYI,C,39,1984-05-11,Beaconsfield,QC,CAN,CAN,73,190,2004,BOS,5,31,160
2008,Benoit Pouliot,MIN,L,37,1986-09-29,Alfred,ON,CAN,CAN,75,200,2005,MIN,1,4,4
2008,Bill Guerin,"NYI, PIT",R,53,1970-11-09,Worcester,MA,USA,USA,74,220,1989,N.J,1,5,5
2008,Bill Thomas,PIT,R,40,1983-06-20,Pittsburgh,PA,USA,USA,73,185,-,-,-,-,-
2008,Blair Betts,NYR,C,44,1980-02-16,Edmonton,AB,CAN,CAN,75,210,1998,CGY,2,6,33
2008,Blake Comeau,NYI,L,38,1986-02-18,Meadow Lake,SK,CAN,CAN,73,200,2004,NYI,2,17,47
2008,Blake Wheeler,BOS,R,37,1986-08-31,Plymouth,MN,USA,USA,77,220,2004,PHX,1,5,5
2008,Bobby Holik,N.J,C,53,1971-01-01,Jihlava,CZE,CZE,76,230,1989,HFD,1,10,10,
2008,Bobby Ryan,ANA,R,37,1987-03-17,Cherry Hill,NJ,USA,USA,74,208,2005,ANA,1,2,2
2008,Boris Valabik,ATL,D,38,1986-02-14,Nitra,SVK,SVK,79,255,2004,ATL,1,10,10,
2008,Boyd Devereaux,TOR,C,45,1978-04-16,Seaforth,ON,CAN,CAN,74,195,1996,EDM,1,6,6
2008,Boyd Gordon,WSH,C,40,1983-10-19,Unity,SK,CAN,CAN,72,200,2002,WSH,1,17,17
2008,Boyd Kane,PHI,L,45,1978-04-18,Swift Current,SK,CAN,CAN,74,229,1998,NYR,4,28,114
2008,Brad Boyes,STL,R,41,1982-04-17,Mississauga,ON,CAN,CAN,72,199,2000,TOR,1,24,24
2008,Brad Lukowich,S.J,D,47,1976-08-12,Cranbrook,BC,CAN,CAN,73,191,1994,NYI,4,12,90
2008,Brad May,"ANA, TOR",L,52,1971-11-29,Toronto,ON,CAN,CAN,73,213,1990,BUF,1,14,14
2008,Brad Richards,DAL,C,43,1980-05-02,Murray Hbr.,PE,CAN,CAN,72,199,1998,T.B,3,6,64
2008,Brad Richardson,L.A,C,39,1985-02-04,Belleville,ON,CAN,CAN,72,190,2003,COL,5,27,163
2008,Brad Staubitz,S.J,R,39,1984-07-28,Edmonton,AB,CAN,CAN,73,207,-,-,-,-,-
2008,Brad Stuart,DET,D,44,1979-11-06,Rocky Mountain House,AB,CAN,CAN,74,215,1998,S.J,1,3,3
2008,Brad Winchester,STL,L,43,1981-03-01,Madison,WI,USA,USA,77,230,2000,EDM,2,5,35
2008,Brandon Bochenski,T.B,R,42,1982-04-04,Blaine,MN,USA,USA,73,195,2001,OTT,7,27,223
2008,Brandon Dubinsky,NYR,C,37,1986-04-29,Anchorage,AK,USA,USA,74,208,2004,NYR,2,30,60
2008,Brandon Prust,"CGY, PHX",L,40,1984-03-16,London,ON,CAN,CAN,72,195,2004,CGY,3,5,70
2008,Brandon Segal,T.B,R,40,1983-07-12,Richmond,BC,CAN,CAN,74,215,2002,NSH,4,6,102
2008,Brandon Sutter,CAR,C,35,1989-02-14,Huntington,NY,USA,CAN,75,190,2007,CAR,1,11,11
2008,Braydon Coburn,PHI,D,39,1985-02-27,Shaunavon,SK,CAN,CAN,77,224,2003,ATL,1,8,8
2008,Brendan Bell,OTT,D,41,1983-03-31,Ottawa,ON,CAN,CAN,74,205,2001,TOR,3,2,65
2008,Brendan Mikkelson,ANA,D,36,1987-06-22,Regina,SK,CAN,CAN,75,210,2005,ANA,2,1,31
2008,Brendan Morrison,"ANA, DAL",C,48,1975-08-15,Pitt Meadows,BC,CAN,CAN,71,176,1993,N.J,2,13,39
2008,Brendan Shanahan,N.J,L,55,1969-01-23,Mimico,ON,CAN,CAN,75,220,1987,N.J,1,2,2
2008,Brendan Witt,NYI,D,49,1975-02-20,Humboldt,SK,CAN,CAN,74,223,1993,WSH,1,11,11
2008,Brenden Morrow,DAL,L,45,1979-01-16,Carlyle,SK,CAN,CAN,71,212,1997,DAL,1,25,25
2008,Brent Burns,MIN,D,39,1985-03-09,Barrie,ON,CAN,CAN,77,230,2003,MIN,1,20,20
2008,Brent Seabrook,CHI,D,38,1985-04-20,Richmond,BC,CAN,CAN,75,220,2003,CHI,1,14,14
2008,Brent Sopel,CHI,D,47,1977-01-07,Calgary,AB,CAN,CAN,74,205,1995,VAN,6,14,144
2008,Bret Hedican,ANA,D,53,1970-08-10,St. Paul,MN,USA,USA,74,210,1988,STL,10,9,198
2008,Brett Carson,CAR,D,38,1985-11-29,Regina,SK,CAN,CAN,76,210,2004,CAR,4,11,109
2008,Brett Clark,COL,D,47,1976-12-23,Wapella,SK,CAN,CAN,72,194,1996,MTL,6,19,154
2008,Brett Festerling,ANA,D,38,1986-03-03,Prince George,BC,CAN,CAN,73,210,-,-,-,-,-
2008,Brett Lebda,DET,D,42,1982-01-15,Buffalo Grove,IL,USA,USA,69,195,-,-,-,-,-
2008,Brett McLean,FLA,C,45,1978-08-14,Comox,BC,CAN,CAN,71,184,1997,DAL,9,25,242
2008,Brett Skinner,NYI,D,40,1983-06-28,Brandon,MB,CAN,CAN,73,183,2002,VAN,3,5,68
2008,Brett Sterling,ATL,L,39,1984-04-24,Los Angeles,CA,USA,USA,67,175,2003,ATL,5,9,145
2008,Brett Sutter,CGY,L,36,1987-06-02,Viking,AB,CAN,CAN,72,200,2005,CGY,6,17,179
2008,Brian Boyle,L.A,C,39,1984-12-18,Hingham,MA,USA,USA,78,245,2003,L.A,1,26,26
2008,Brian Campbell,CHI,D,44,1979-05-23,Strathroy,ON,CAN,CAN,70,192,1997,BUF,6,22,156
2008,Brian Gionta,N.J,R,45,1979-01-18,Rochester,NY,USA,USA,67,178,1998,N.J,3,24,82
2008,Brian Lee,OTT,D,37,1987-03-26,Moorhead,MN,USA,USA,75,200,2005,OTT,1,9,9
2008,Brian McGrattan,PHX,R,42,1981-09-02,Hamilton,ON,CAN,CAN,76,235,1999,L.A,4,8,104
2008,Brian Pothier,WSH,D,46,1977-04-15,New Bedford,MA,USA,USA,72,204,-,-,-,-,-
2008,Brian Rafalski,DET,D,50,1973-09-28,Dearborn,MI,USA,USA,70,194,-,-,-,-,-
2008,Brian Rolston,N.J,R,51,1973-02-21,Flint,MI,USA,USA,74,215,1991,N.J,1,11,11
2008,Brian Salcido,ANA,D,38,1985-04-14,Hermosa Beach,CA,USA,USA,74,188,2005,ANA,5,16,141
2008,Brian Sutherby,"ANA, DAL",C,42,1982-03-01,Edmonton,AB,CAN,CAN,74,208,2000,WSH,1,26,26
2008,Brian Willsie,COL,R,46,1978-03-16,Belmont,ON,CAN,CAN,73,202,1996,COL,6,11,146
2008,Brooks Laich,WSH,C,40,1983-06-23,Wawota,SK,CAN,CAN,74,200,2001,OTT,6,28,193
2008,Brooks Orpik,PIT,D,43,1980-09-26,San Francisco,CA,USA,USA,75,217,2000,PIT,1,18,18
2008,Bruno Gervais,NYI,D,39,1984-10-03,Longueuil,QC,CAN,CAN,73,200,2003,NYI,6,15,182
2008,Bryan Allen,FLA,D,43,1980-08-21,Kingston,ON,CAN,CAN,77,223,1998,VAN,1,4,4
2008,Bryan Helmer,WSH,D,51,1972-07-15,Sault Ste. Marie,ON,CAN,CAN,74,208,-,-,-,-,-
2008,Bryan Little,ATL,C,36,1987-11-12,Edmonton,AB,CAN,CAN,72,191,2006,ATL,1,12,12
2008,Bryan McCabe,FLA,D,48,1975-06-08,St. Catharines,ON,CAN,CAN,74,223,1993,NYI,2,14,40
2008,Bryan Rodney,CAR,D,39,1984-04-22,London,ON,CAN,CAN,72,195,-,-,-,-,-
2008,Bryce Salvador,N.J,D,48,1976-02-11,Brandon,MB,CAN,CAN,75,215,1994,T.B,6,8,138
2008,Byron Bitz,BOS,R,39,1984-07-21,Saskatoon,SK,CAN,CAN,77,215,2003,BOS,4,6,107
2008,Cal Clutterbuck,MIN,R,36,1987-11-18,Welland,ON,CAN,CAN,72,212,2006,MIN,3,9,72
2008,Cal O'Reilly,NSH,C,37,1986-09-30,Toronto,ON,CAN,CAN,72,188,2005,NSH,5,25,150
2008,Cam Barker,CHI,D,38,1986-04-04,Winnipeg,MB,CAN,CAN,75,223,2004,CHI,1,3,3
2008,Cam Janssen,STL,R,39,1984-04-15,St. Louis,MO,USA,USA,72,215,2002,N.J,4,21,117
2008,Cam Paddock,STL,C,41,1983-03-22,N. Vancouver,BC,CAN,CAN,72,178,2002,PIT,5,6,137
2008,Carlo Colaiacovo,"STL, TOR",D,41,1983-01-27,Toronto,ON,CAN,CAN,73,202,2001,TOR,1,17,17
2008,Casey Borer,CAR,D,38,1985-07-28,Minneapolis,MN,USA,USA,74,205,2004,CAR,3,4,69
2008,Chad LaRose,CAR,R,42,1982-03-27,Fraser,MI,USA,USA,70,181,-,-,-,-,-
2008,Chris Bourque,WSH,L,38,1986-01-29,Boston,MA,USA,USA,68,174,2004,WSH,2,3,33
2008,Chris Butler,BUF,D,37,1986-10-27,St. Louis,MO,USA,USA,73,196,2005,BUF,4,5,96
2008,Chris Campoli,"NYI, OTT",D,39,1984-07-09,Mississauga,ON,CAN,CAN,72,200,2004,NYI,7,34,227
2008,Chris Chelios,DET,D,62,1962-01-25,Chicago,IL,USA,USA,72,191,1981,MTL,2,19,40
2008,Chris Clark,WSH,R,48,1976-03-08,South Windsor,CT,USA,USA,72,191,1994,CGY,3,25,77
2008,Chris Conner,DAL,R,40,1983-12-23,Westland,MI,USA,USA,67,181,-,-,-,-,-
2008,Chris Drury,NYR,C,47,1976-08-20,Trumbull,CT,USA,USA,70,191,1994,QUE,3,20,72
2008,Chris Durno,COL,L,43,1980-10-31,Scarborough,ON,CAN,CAN,76,223,-,-,-,-,-
2008,Chris Gratton,"CBJ, T.B",C,48,1975-07-05,Brantford,ON,CAN,CAN,76,226,1993,T.B,1,3,3
2008,Chris Higgins,MTL,L,40,1983-06-02,Smithtown,NY,USA,USA,72,205,2002,MTL,1,14,14
2008,Chris Kelly,OTT,C,43,1980-11-11,Toronto,ON,CAN,CAN,72,190,1999,OTT,3,28,94
2008,Chris Kunitz,"ANA, PIT",L,44,1979-09-26,Regina,SK,CAN,CAN,72,188,-,-,-,-,-
2008,Chris Minard,PIT,L,42,1981-11-18,Owen sound,ON,CAN,CAN,73,190,-,-,-,-,-
2008,Chris Neil,OTT,R,44,1979-06-18,Flesherton,ON,CAN,CAN,73,209,1998,OTT,6,16,161
2008,Chris Phillips,OTT,D,46,1978-03-09,Calgary,AB,CAN,CAN,75,219,1996,OTT,1,1,1
2008,Chris Porter,STL,L,39,1984-05-29,Toronto,ON,CAN,CAN,73,206,2003,CHI,9,21,282
2008,Chris Pronger,ANA,D,49,1974-10-10,Dryden,ON,CAN,CAN,78,188,1993,HFD,1,2,2
2008,Chris Stewart,COL,R,36,1987-10-30,Toronto,ON,CAN,CAN,74,242,2006,COL,1,18,18
2008,Chris Thorburn,ATL,R,40,1983-06-03,Sault Ste. Marie,ON,CAN,CAN,75,235,2001,BUF,2,20,50
2008,Christian Backman,CBJ,D,43,1980-04-28,Gothenburg,SWE,SWE,76,210,1998,STL,1,24,24,
2008,Christian Ehrhoff,S.J,D,41,1982-07-06,Moers,DEU,DEU,74,201,2001,S.J,4,10,106,
2008,Christian Hanson,TOR,C,38,1986-03-10,"Glens Falls,",NY,USA,USA,76,228,-,-,-,-,-
2008,Christoph Schubert,OTT,D,42,1982-02-05,Munich,DEU,DEU,75,230,2001,OTT,4,31,127,
2008,Chuck Kobasew,BOS,R,41,1982-04-17,Vancouver,BC,CAN,CAN,72,192,2001,CGY,1,14,14
2008,Clarke MacArthur,BUF,L,39,1985-04-06,Lloydminster,AB,CAN,CAN,72,192,2003,BUF,3,6,74
2008,Claude Giroux,PHI,C,36,1988-01-12,Hearst,ON,CAN,CAN,71,190,2006,PHI,1,22,22
2008,Claude Lemieux,S.J,R,58,1965-07-16,Buckingham,QC,CAN,CAN,73,215,1983,MTL,2,5,26
2008,Clay Wilson,"ATL, CBJ",D,41,1983-04-05,Sturgeon Lake,MN,USA,USA,72,195,-,-,-,-,-
2008,Cody Bass,OTT,C,37,1987-01-07,Owen sound,ON,CAN,CAN,72,205,2005,OTT,4,4,95
2008,Cody McCormick,COL,C,40,1983-04-18,London,ON,CAN,CAN,74,222,2001,COL,5,13,144
2008,Cody McLeod,COL,L,39,1984-06-26,Binscarth,MB,CAN,CAN,74,204,-,-,-,-,-
2008,Colby Armstrong,ATL,R,41,1982-11-23,Lloydminster,SK,CAN,CAN,74,185,2001,PIT,1,21,21
2008,Colin Fraser,CHI,C,39,1985-01-28,Sicamous,BC,CAN,CAN,73,190,2003,PHI,3,1,69
2008,Colin Stuart,ATL,L,41,1982-07-08,Rochester,MN,USA,USA,74,205,2001,ATL,5,4,135
2008,Colin White,N.J,D,46,1977-12-12,New glasgow,NS,CAN,CAN,76,215,1996,N.J,2,23,49
2008,Colton Gillies,MIN,C,35,1989-02-12,White Rock,BC,CAN,CAN,76,208,2007,MIN,1,16,16
2008,Colton Orr,NYR,R,42,1982-03-03,Winnipeg,MB,CAN,CAN,75,222,-,-,-,-,-
2008,Connor James,PIT,L,41,1982-08-25,Calgary,AB,CAN,CAN,70,180,2002,L.A,9,19,279
2008,Corey Perry,ANA,R,38,1985-05-16,Peterborough,ON,CAN,CAN,75,208,2003,ANA,1,28,28
2008,Corey Potter,NYR,D,40,1984-01-05,Lansing,MI,USA,USA,75,204,2003,NYR,4,21,122
2008,Cory Murphy,"FLA, T.B",D,46,1978-02-13,Kanata,ON,CAN,CAN,69,175,-,-,-,-,-
2008,Cory Sarich,CGY,D,45,1978-08-16,Saskatoon,SK,CAN,CAN,76,207,1996,BUF,2,1,27
2008,Cory Stillman,FLA,L,50,1973-12-20,Peterborough,ON,CAN,CAN,72,193,1992,CGY,1,6,6
2008,Craig Adams,"CHI, PIT",R,46,1977-04-26,Seria,BRN,CAN,72,200,1996,HFD,9,8,223,
2008,Craig Conroy,CGY,C,52,1971-09-04,Potsdam,NY,USA,USA,74,193,1990,MTL,6,18,123
2008,Craig MacDonald,CBJ,C,47,1977-04-07,Antigonish,NS,CAN,CAN,73,201,1996,HFD,4,8,88
2008,Craig Rivet,BUF,D,49,1974-09-13,North Bay,ON,CAN,CAN,74,207,1992,MTL,3,20,68
2008,Craig Weller,MIN,R,43,1981-03-17,Calgary,AB,CAN,CAN,76,220,2000,STL,5,37,167
2008,Curtis Glencross,CGY,L,41,1982-12-28,Kindersley,SK,CAN,CAN,73,197,-,-,-,-,-
2008,DJ King,STL,L,39,1984-06-27,Meadow Lake,SK,CAN,CAN,75,231,2002,STL,6,24,190
2008,Dainius Zubrus,N.J,C,45,1978-06-16,Elektrenai,LTU,LTU,77,225,1996,PHI,1,15,15,
2008,Dan Boyle,S.J,D,47,1976-07-12,Ottawa,ON,CAN,CAN,71,194,-,-,-,-,-
2008,Dan Fritsche,"MIN, NYR",C,38,1985-07-13,Parma,OH,USA,USA,73,204,2003,CBJ,2,16,46
2008,Dan Girardi,NYR,D,39,1984-04-29,Welland,ON,CAN,CAN,73,212,-,-,-,-,-
2008,Dan Hamhuis,NSH,D,41,1982-12-13,Smithers,BC,CAN,CAN,73,204,2001,NSH,1,12,12
2008,Dan Hinote,STL,R,47,1977-01-30,Leesburg,FL,USA,USA,72,187,1996,COL,7,5,167
2008,Dan Jancevski,DAL,D,42,1981-06-15,Windsor,ON,CAN,CAN,75,222,1999,DAL,2,38,66
2008,Dan Lacouture,CAR,L,46,1977-04-18,Hyannis,MA,USA,USA,74,215,1996,NYI,2,3,29
2008,Daniel Alfredsson,OTT,R,51,1972-12-11,Gothenburg,SWE,SWE,71,203,1994,OTT,6,3,133,
2008,Daniel Briere,PHI,C,46,1977-10-06,Gatineau,QC,CAN,CAN,69,174,1996,PHX,1,24,24
2008,Daniel Carcillo,"PHI, PHX",L,39,1985-01-28,King City,ON,CAN,CAN,72,200,2003,PIT,3,5,73
2008,Daniel Cleary,DET,R,45,1978-12-18,Carbonear,NL,CAN,CAN,73,205,1997,CHI,1,13,13
2008,Daniel Paille,BUF,L,39,1984-04-15,Welland,ON,CAN,CAN,73,188,2002,BUF,1,20,20
2008,Daniel Sedin,VAN,L,43,1980-09-26,Ornskoldsvik,SWE,SWE,73,190,1999,VAN,1,2,2,
2008,Daniel Tjarnqvist,COL,D,47,1976-10-14,Umea,SWE,SWE,73,207,1995,FLA,4,10,88,
2008,Daniel Winnik,PHX,L,39,1985-03-06,Toronto,ON,CAN,CAN,74,210,2004,PHX,9,7,265
2008,Danny Syvret,PHI,D,38,1985-06-13,Millgrove,ON,CAN,CAN,72,205,2005,EDM,3,20,81
2008,Dany Heatley,OTT,L,43,1981-01-21,Freiburg,DEU,CAN,75,212,2000,ATL,1,2,2,
2008,Darcy Hordichuk,VAN,L,43,1980-08-10,Kamsack,SK,CAN,CAN,73,215,2000,ATL,6,13,180
2008,Darcy Tucker,COL,R,49,1975-03-15,Castor,AB,CAN,CAN,70,178,1993,MTL,6,21,151
2008,Darren Helm,DET,C,37,1987-01-21,St. Andrews,MB,CAN,CAN,72,192,2005,DET,5,7,132
2008,Darren McCarty,DET,R,52,1972-04-01,Burnaby,BC,CAN,CAN,73,210,1992,DET,2,22,46
2008,Darroll Powe,PHI,C,38,1985-06-22,Saskatoon,SK,CAN,CAN,71,212,-,-,-,-,-
2008,Darryl Sydor,"DAL, PIT",D,51,1972-05-13,Edmonton,AB,CAN,CAN,73,211,1990,L.A,1,7,7
2008,Dave Bolland,CHI,C,37,1986-06-05,Mimico,ON,CAN,CAN,72,188,2004,CHI,2,2,32
2008,David Backes,STL,R,39,1984-05-01,Minneapolis,MN,USA,USA,75,215,2003,STL,2,32,62
2008,David Booth,FLA,L,39,1984-11-24,Detroit,MI,USA,USA,72,212,2004,FLA,2,23,53
2008,David Clarkson,N.J,R,40,1984-03-31,Toronto,ON,CAN,CAN,72,207,-,-,-,-,-
2008,David Hale,PHX,D,42,1981-06-18,Colorado Springs,CO,USA,USA,73,222,2000,N.J,1,22,22
2008,David Jones,COL,R,39,1984-08-10,Guelph,ON,CAN,CAN,75,208,2003,COL,9,27,288
2008,David Koci,"STL, T.B",L,42,1981-05-12,Prague,CZE,CZE,78,238,2000,PIT,5,16,146,
2008,David Krejci,BOS,C,37,1986-04-28,Sternberk,CZE,CZE,72,192,2004,BOS,2,33,63,
