PLAYER,TEAM,AGE,DATE OF BIRTH,COUNTRY,POS,HANDED,DRAFTED,SIGNING TEAM,TYPE,SIGNING AGE,CLAUSE,LENGTH,EXPIRY,EXP. YEAR,CAP HIT,AAV,SALARY,BASE SALARY,S.BONUS,P.BONUS,season,Y_Salary_Cap,Y_Salary_Cap_Percentage
Dany Heatley,-,32,"Jan. 21, 1981",Germany,LW,Left,2 - Round 1 - 2000 (ATL),OTT,Standard (1-way),26,NMC,6,UFA,2014,"$7,500,000","$7,500,000","$5,000,000","$5,000,000",$0,$0,2013-14,64300000,0.1166407465007776
Marián Gáborík,-,31,"Feb. 14, 1982",Slovakia,RW,Left,3 - Round 1 - 2000 (MIN),NYR,Standard (1-way),27,NTC,5,UFA,2014,"$7,500,000","$7,500,000","$7,500,000","$7,500,000",$0,$0,2013-14,64300000,0.1166407465007776
Steven Stamkos,TBL,23,"Feb. 7, 1990",Canada,"LW, C",Right,1 - Round 1 - 2008 (TBL),TBL,Standard (1-way),21,,5,UFA,2016,"$7,500,000","$7,500,000","$8,000,000","$8,000,000",$0,$0,2013-14,64300000,0.1166407465007776
Brian Campbell,-,34,"May 23, 1979",Canada,LD,Left,156 - Round 6 - 1997 (BUF),CHI,Standard (1-way),29,M-NTC,8,UFA,2016,"$7,142,875","$7,142,875","$7,142,875","$7,142,875",$0,$0,2013-14,64300000,0.1110867029548989
Thomas Vanek,-,29,"Jan. 19, 1984",Austria,"LW, RW",Right,5 - Round 1 - 2003 (BUF),BUF,Standard (1-way),23,,7,UFA,2014,"$7,142,857","$7,142,857","$6,400,000","$6,400,000",$0,$0,2013-14,64300000,0.1110864230171073
Tuukka Rask,-,26,"Mar. 10, 1987",Finland,G,Left,21 - Round 1 - 2005 (TOR),BOS,Standard (1-way),26,NMC,8,UFA,2021,"$7,000,000","$7,000,000","$6,000,000","$6,000,000",$0,$0,2013-14,64300000,0.1088646967340591
Alexander Semin,-,29,"Mar. 3, 1984",Russia,"RW, LW",Right,13 - Round 1 - 2002 (WSH),CAR,Standard (1-way),29,,5,UFA,2018,"$7,000,000","$7,000,000","$7,000,000","$7,000,000",$0,$0,2013-14,64300000,0.1088646967340591
Pekka Rinne,-,30,"Nov. 3, 1982",Finland,G,Left,258 - Round 8 - 2004 (NSH),NSH,Standard (1-way),29,NMC,7,UFA,2019,"$7,000,000","$7,000,000","$7,000,000","$7,000,000",$0,$0,2013-14,64300000,0.1088646967340591
Joe Thornton,-,33,"Jul. 2, 1979",Canada,"C, LW",Left,1 - Round 1 - 1997 (BOS),SJS,Standard (1-way),31,NMC,3,UFA,2014,"$7,000,000","$7,000,000","$6,000,000","$6,000,000",$0,$0,2013-14,64300000,0.1088646967340591
Drew Doughty,LAK,23,"Dec. 8, 1989",Canada,RD,Right,2 - Round 1 - 2008 (LAK),LAK,Standard (1-way),21,,8,UFA,2019,"$7,000,000","$7,000,000","$6,700,000","$6,700,000",$0,$0,2013-14,64300000,0.1088646967340591
Jason Spezza,-,30,"Jun. 13, 1983",Canada,"C, RW",Right,2 - Round 1 - 2001 (OTT),OTT,Standard (1-way),25,"M-NTC, NMC",7,UFA,2015,"$7,000,000","$7,000,000","$5,000,000","$5,000,000",$0,$0,2013-14,64300000,0.1088646967340591
Zdeno Chara,-,36,"Mar. 18, 1977",Slovakia,LD,Left,56 - Round 3 - 1996 (NYI),BOS,Standard (1-way),33,NMC,7,UFA,2018,"$6,916,667","$6,916,667","$8,000,000","$8,000,000",$0,$0,2013-14,64300000,0.10756869362363919
Patrick Marleau,-,33,"Sep. 15, 1979",Canada,"LW, C",Left,2 - Round 1 - 1997 (SJS),SJS,Standard (1-way),30,NMC,4,UFA,2014,"$6,900,000","$6,900,000","$6,900,000","$5,520,000","$1,380,000",$0,2013-14,64300000,0.10730948678071539
Henrik Lundqvist,-,31,"Mar. 2, 1982",Sweden,G,Left,205 - Round 7 - 2000 (NYR),NYR,Standard (1-way),25,,6,UFA,2014,"$6,875,000","$6,875,000","$5,125,000","$5,125,000",$0,$0,2013-14,64300000,0.10692068429237947
Anze Kopitar,LAK,25,"Aug. 24, 1987",Slovenia,C,Left,11 - Round 1 - 2005 (LAK),LAK,Standard (1-way),21,,7,UFA,2016,"$6,800,000","$6,800,000","$7,500,000","$7,500,000",$0,$0,2013-14,64300000,0.1057542768273717
Mikko Koivu,-,30,"Mar. 12, 1983",Finland,C,Left,6 - Round 1 - 2001 (MIN),MIN,Standard (1-way),27,NMC,7,UFA,2018,"$6,750,000","$6,750,000","$7,290,000","$5,400,000","$1,890,000",$0,2013-14,64300000,0.10497667185069985
Pavel Datsyuk,-,34,"Jul. 20, 1978",Russia,"C, LW",Left,171 - Round 6 - 1998 (DET),DET,Standard (1-way),28,M-NTC,7,UFA,2014,"$6,700,000","$6,700,000","$6,700,000","$6,700,000",$0,$0,2013-14,64300000,0.104199066874028
Nicklas Bäckström,WSH,25,"Nov. 23, 1987",Sweden,C,Left,4 - Round 1 - 2006 (WSH),WSH,Standard (1-way),22,,10,UFA,2020,"$6,700,000","$6,700,000","$6,000,000","$6,000,000",$0,$0,2013-14,64300000,0.104199066874028
Jay Bouwmeester,-,29,"Sep. 27, 1983",Canada,LD,Left,3 - Round 1 - 2002 (FLA),CGY,Standard (1-way),25,,5,UFA,2014,"$6,680,000","$6,680,000","$6,600,000","$6,600,000",$0,$0,2013-14,64300000,0.10388802488335926
Brad Richards,-,33,"May 2, 1980",Canada,"C, LW",Left,64 - Round 3 - 1998 (TBL),NYR,Standard (1-way),31,,9,UFA,2020,"$6,666,666","$6,666,666","$9,000,000","$7,000,000","$2,000,000",$0,2013-14,64300000,0.1036806531881804
Dan Boyle,-,36,"Jul. 12, 1976",Canada,LD,Right,-,TBL,Standard (1-way),31,M-NTC,6,UFA,2014,"$6,666,666","$6,666,666","$6,666,666","$6,666,666",$0,$0,2013-14,64300000,0.1036806531881804
Paul Stastny,-,27,"Dec. 27, 1985",Canada,"C, LW",Left,44 - Round 2 - 2005 (COL),COL,Standard (1-way),22,,5,UFA,2014,"$6,600,000","$6,600,000","$6,600,000","$6,600,000",$0,$0,2013-14,64300000,0.1026438569206843
Carey Price,MTL,25,"Aug. 16, 1987",Canada,G,Left,5 - Round 1 - 2005 (MTL),MTL,Standard (1-way),24,,6,UFA,2018,"$6,500,000","$6,500,000","$5,750,000","$5,750,000",$0,$0,2013-14,64300000,0.10108864696734059
Alex Pietrangelo,VGK,23,"Jan. 18, 1990",Canada,RD,Right,4 - Round 1 - 2008 (STL),STL,Standard (1-way),23,,7,UFA,2020,"$6,500,000","$6,500,000","$5,000,000","$5,000,000",$0,$0,2013-14,64300000,0.10108864696734059
Dion Phaneuf,-,28,"Apr. 10, 1985",Canada,LD,Left,9 - Round 1 - 2003 (CGY),CGY,Standard (1-way),22,,6,UFA,2014,"$6,500,000","$6,500,000","$5,500,000","$5,500,000",$0,$0,2013-14,64300000,0.10108864696734059
Erik Karlsson,PIT,23,"May 31, 1990",Sweden,RD,Right,15 - Round 1 - 2008 (OTT),OTT,Standard (1-way),22,,7,UFA,2019,"$6,500,000","$6,500,000","$5,500,000","$5,500,000",$0,$0,2013-14,64300000,0.10108864696734059
Cam Ward,-,29,"Feb. 29, 1984",Canada,G,Left,25 - Round 1 - 2002 (CAR),CAR,Standard (1-way),25,NTC,6,UFA,2016,"$6,300,000","$6,300,000","$6,600,000","$6,600,000",$0,$0,2013-14,64300000,0.09797822706065319
Jonathan Toews,-,25,"Apr. 29, 1988",Canada,C,Left,3 - Round 1 - 2006 (CHI),CHI,Standard (1-way),21,,5,UFA,2015,"$6,300,000","$6,300,000","$6,500,000","$6,500,000",$0,$0,2013-14,64300000,0.09797822706065319
Patrick Kane,DET,24,"Nov. 19, 1988",United States,RW,Left,1 - Round 1 - 2007 (CHI),CHI,Standard (1-way),21,,5,UFA,2015,"$6,300,000","$6,300,000","$6,500,000","$6,500,000",$0,$0,2013-14,64300000,0.09797822706065319
Ryan Miller,-,32,"Jul. 17, 1980",United States,G,Left,138 - Round 5 - 1999 (BUF),BUF,Standard (1-way),28,M-NTC,5,UFA,2014,"$6,250,000","$6,250,000","$6,250,000","$6,250,000",$0,$0,2013-14,64300000,0.09720062208398134
Daniel Sedin,-,32,"Sep. 26, 1980",Sweden,LW,Left,2 - Round 1 - 1999 (VAN),VAN,Standard (1-way),28,NMC,5,UFA,2014,"$6,100,000","$6,100,000","$6,100,000","$6,100,000",$0,$0,2013-14,64300000,0.09486780715396578
Henrik Sedin,-,32,"Sep. 26, 1980",Sweden,C,Left,3 - Round 1 - 1999 (VAN),VAN,Standard (1-way),28,NMC,5,UFA,2014,"$6,100,000","$6,100,000","$6,100,000","$6,100,000",$0,$0,2013-14,64300000,0.09486780715396578
Henrik Zetterberg,-,32,"Oct. 9, 1980",Sweden,C,Left,210 - Round 7 - 1999 (DET),DET,Standard (1-way),28,,12,UFA,2021,"$6,083,333","$6,083,333","$7,500,000","$7,500,000",$0,$0,2013-14,64300000,0.09460860031104198
Mike Green,-,27,"Oct. 12, 1985",Canada,RD,Right,29 - Round 1 - 2004 (WSH),WSH,Standard (1-way),26,M-NTC,3,UFA,2015,"$6,083,333","$6,083,333","$6,000,000","$6,000,000",$0,$0,2013-14,64300000,0.09460860031104198
Mike Cammalleri,-,31,"Jun. 8, 1982",Canada,"LW, C",Left,49 - Round 2 - 2001 (LAK),MTL,Standard (1-way),27,M-NTC,5,UFA,2014,"$6,000,000","$6,000,000","$7,000,000","$7,000,000",$0,$0,2013-14,64300000,0.09331259720062209
Milan Lucic,BOS,25,"Jun. 7, 1988",Canada,"LW, RW",Left,50 - Round 2 - 2006 (BOS),BOS,Standard (1-way),25,M-NTC,3,UFA,2016,"$6,000,000","$6,000,000","$5,500,000","$5,500,000",$0,$0,2013-14,64300000,0.09331259720062209
Jordan Staal,CAR,24,"Sep. 10, 1988",Canada,"C, LW",Left,2 - Round 1 - 2006 (PIT),CAR,Standard (1-way),23,NMC,10,UFA,2023,"$6,000,000","$6,000,000","$6,000,000","$6,000,000",$0,$0,2013-14,64300000,0.09331259720062209
Kimmo Timonen,-,38,"Mar. 18, 1975",Finland,D,Left,250 - Round 10 - 1993 (LAK),PHI,35+ (1-way),38,NMC,1,UFA,2014,"$6,000,000","$6,000,000","$6,000,000","$3,000,000","$3,000,000",$0,2013-14,64300000,0.09331259720062209
Jordan Eberle,SEA,23,"May 15, 1990",Canada,RW,Right,22 - Round 1 - 2008 (EDM),EDM,Standard (1-way),22,,6,UFA,2019,"$6,000,000","$6,000,000","$6,000,000","$6,000,000",$0,$0,2013-14,64300000,0.09331259720062209
Taylor Hall,CHI,21,"Nov. 14, 1991",Canada,LW,Left,1 - Round 1 - 2010 (EDM),EDM,Standard (1-way),20,,7,UFA,2020,"$6,000,000","$6,000,000","$6,000,000","$6,000,000",$0,$0,2013-14,64300000,0.09331259720062209
Patrick Sharp,-,31,"Dec. 27, 1981",Canada,"LW, C",Right,95 - Round 3 - 2001 (PHI),CHI,Standard (1-way),29,"M-NTC, NMC",5,UFA,2017,"$5,900,000","$5,900,000","$6,500,000","$3,500,000","$3,000,000",$0,2013-14,64300000,0.09175738724727839
Kari Lehtonen,-,29,"Nov. 16, 1983",Finland,G,Left,2 - Round 1 - 2002 (ATL),DAL,Standard (1-way),28,NTC,5,UFA,2018,"$5,900,000","$5,900,000","$6,250,000","$6,250,000",$0,$0,2013-14,64300000,0.09175738724727839
Miikka Kiprusoff,-,36,"Oct. 26, 1976",Finland,G,Left,116 - Round 5 - 1995 (SJS),CGY,Standard (1-way),30,NMC,6,UFA,2014,"$5,833,333","$5,833,333","$1,500,000","$1,500,000",$0,$0,2013-14,64300000,0.09072057542768273
Brent Seabrook,TBL,28,"Apr. 20, 1985",Canada,RD,Right,14 - Round 1 - 2003 (CHI),CHI,Standard (1-way),26,M-NTC,5,UFA,2016,"$5,800,000","$5,800,000","$5,000,000","$5,000,000",$0,$0,2013-14,64300000,0.09020217729393468
Jonathan Quick,NYR,27,"Jan. 21, 1986",United States,G,Left,72 - Round 3 - 2005 (LAK),LAK,Standard (1-way),27,,10,UFA,2023,"$5,800,000","$5,800,000","$7,000,000","$7,000,000",$0,$0,2013-14,64300000,0.09020217729393468
Brent Burns,CAR,28,"Mar. 9, 1985",Canada,RD,Right,20 - Round 1 - 2003 (MIN),SJS,Standard (1-way),27,M-NTC,5,UFA,2017,"$5,760,000","$5,760,000","$5,760,000","$5,760,000",$0,$0,2013-14,64300000,0.0895800933125972
Mike Richards,-,28,"Feb. 11, 1985",Canada,C,Left,24 - Round 1 - 2003 (PHI),PHI,Standard (1-way),23,NMC,12,UFA,2020,"$5,750,000","$5,750,000","$7,600,000","$7,600,000",$0,$0,2013-14,64300000,0.08942457231726283
Travis Zajac,-,28,"May 13, 1985",Canada,C,Right,20 - Round 1 - 2004 (NJD),NJD,Standard (1-way),27,NTC,8,UFA,2021,"$5,750,000","$5,750,000","$3,500,000","$2,500,000","$1,000,000",$0,2013-14,64300000,0.08942457231726283
Andrei Markov,-,34,"Dec. 20, 1978",Russia,LD,Left,162 - Round 6 - 1998 (MTL),MTL,Standard (1-way),32,M-NTC,3,UFA,2014,"$5,750,000","$5,750,000","$5,750,000","$5,750,000",$0,$0,2013-14,64300000,0.08942457231726283
Tyler Seguin,DAL,21,"Jan. 31, 1992",Canada,"C, RW",Right,2 - Round 1 - 2010 (BOS),BOS,Standard (1-way),21,,6,UFA,2019,"$5,750,000","$5,750,000","$4,500,000","$4,500,000",$0,$0,2013-14,64300000,0.08942457231726283
Toby Enström,-,28,"Nov. 5, 1984",Sweden,LD,Left,239 - Round 8 - 2003 (ATL),WPG,Standard (1-way),27,NMC,5,UFA,2018,"$5,750,000","$5,750,000","$5,750,000","$4,600,000","$1,150,000",$0,2013-14,64300000,0.08942457231726283
Jeff Skinner,BUF,21,"May 16, 1992",Canada,"LW, RW",Left,7 - Round 1 - 2010 (CAR),CAR,Standard (1-way),20,,6,UFA,2019,"$5,725,000","$5,725,000","$4,350,000","$4,350,000",$0,$0,2013-14,64300000,0.0890357698289269
Mike Smith,-,31,"Mar. 22, 1982",Canada,G,Left,161 - Round 5 - 2001 (DAL),ARI,Standard (1-way),31,NMC,6,UFA,2019,"$5,666,667","$5,666,667","$4,000,000","$4,000,000",$0,$0,2013-14,64300000,0.08812856920684292
Sergei Bobrovsky,FLA,24,"Sep. 20, 1988",Russia,G,Left,-,CBJ,Standard (1-way),24,,2,RFA,2015,"$5,625,000","$5,625,000","$5,000,000","$4,000,000","$1,000,000",$0,2013-14,64300000,0.0874805598755832
Martin St. Louis,-,38,"Jun. 18, 1975",Canada,RW,Left,-,TBL,35+ (1-way),35,NMC,4,UFA,2015,"$5,625,000","$5,625,000","$6,500,000","$6,500,000",$0,$0,2013-14,64300000,0.0874805598755832
Blake Wheeler,NYR,26,"Aug. 31, 1986",United States,RW,Right,5 - Round 1 - 2004 (ARI),WPG,Standard (1-way),26,,6,UFA,2019,"$5,600,000","$5,600,000","$4,600,000","$4,600,000",$0,$0,2013-14,64300000,0.08709175738724728
Duncan Keith,-,29,"Jul. 16, 1983",Canada,LD,Left,54 - Round 2 - 2002 (CHI),CHI,Standard (1-way),26,NMC,13,UFA,2023,"$5,538,462","$5,538,462","$7,650,000","$6,650,000","$1,000,000",$0,2013-14,64300000,0.08613471228615863
Patrik Elias,-,37,"Apr. 13, 1976",Czech Republic,"C, LW",Left,51 - Round 2 - 1994 (NJD),NJD,35+ (1-way),37,NMC,3,UFA,2016,"$5,500,000","$5,500,000","$5,500,000","$5,500,000",$0,$0,2013-14,64300000,0.08553654743390357
John Tavares,TOR,22,"Sep. 20, 1990",Canada,"C, LW",Left,1 - Round 1 - 2009 (NYI),NYI,Standard (1-way),20,,6,UFA,2018,"$5,500,000","$5,500,000","$5,000,000","$5,000,000",$0,$0,2013-14,64300000,0.08553654743390357
Mike Ribeiro,-,33,"Feb. 10, 1980",Canada,C,Left,45 - Round 2 - 1998 (MTL),ARI,Standard (1-way),33,,4,UFA,2017,"$5,500,000","$5,500,000","$4,500,000","$4,500,000",$0,$0,2013-14,64300000,0.08553654743390357
Oliver Ekman-Larsson,FLA,21,"Jul. 17, 1991",Sweden,LD,Left,6 - Round 1 - 2009 (ARI),ARI,Standard (1-way),21,,6,UFA,2019,"$5,500,000","$5,500,000","$3,500,000","$3,500,000",$0,$0,2013-14,64300000,0.08553654743390357
Shawn Horcoff,-,34,"Sep. 17, 1978",Canada,C,Left,99 - Round 4 - 1998 (EDM),EDM,Standard (1-way),30,NTC,6,UFA,2015,"$5,500,000","$5,500,000","$4,000,000","$4,000,000",$0,$0,2013-14,64300000,0.08553654743390357
Matthew Carle,-,28,"Sep. 25, 1984",United States,LD,Left,47 - Round 2 - 2003 (SJS),TBL,Standard (1-way),27,M-NTC,6,UFA,2018,"$5,500,000","$5,500,000","$5,750,000","$5,750,000",$0,$0,2013-14,64300000,0.08553654743390357
Tyler Myers,VAN,23,"Feb. 1, 1990",United States,RD,Right,12 - Round 1 - 2008 (BUF),BUF,Standard (1-way),22,,7,UFA,2019,"$5,500,000","$5,500,000","$6,000,000","$6,000,000",$0,$0,2013-14,64300000,0.08553654743390357
James Wisniewski,-,29,"Feb. 21, 1984",United States,RD,Right,156 - Round 5 - 2002 (CHI),CBJ,Standard (1-way),27,"M-NTC, NMC",6,UFA,2017,"$5,500,000","$5,500,000","$6,000,000","$6,000,000",$0,$0,2013-14,64300000,0.08553654743390357
Phil Kessel,-,25,"Oct. 2, 1987",United States,RW,Right,5 - Round 1 - 2006 (BOS),TOR,Standard (1-way),21,"M-NTC, NMC",5,UFA,2014,"$5,400,000","$5,400,000","$5,400,000","$5,400,000",$0,$0,2013-14,64300000,0.08398133748055987
Roberto Luongo,-,34,"Apr. 4, 1979",Canada,G,Left,4 - Round 1 - 1997 (NYI),VAN,Standard (1-way),31,NTC,12,UFA,2022,"$5,333,333","$5,333,333","$6,714,000","$6,714,000",$0,$0,2013-14,64300000,0.08294452566096423
Jason Pominville,-,30,"Nov. 30, 1982",Canada,RW,Right,55 - Round 2 - 2001 (BUF),BUF,Standard (1-way),25,"M-NTC, NMC",5,UFA,2014,"$5,300,000","$5,300,000","$5,500,000","$5,500,000",$0,$0,2013-14,64300000,0.08242612752721618
Shane Doan,-,36,"Oct. 10, 1976",Canada,"RW, LW",Right,7 - Round 1 - 1995 (WPG),ARI,35+ (1-way),35,NMC,4,UFA,2016,"$5,300,000","$5,300,000","$5,550,000","$5,550,000",$0,$0,2013-14,64300000,0.08242612752721618
Nathan Horton,-,28,"May 29, 1985",Canada,RW,Right,3 - Round 1 - 2003 (FLA),CBJ,Standard (1-way),28,NMC,7,UFA,2020,"$5,300,000","$5,300,000","$5,000,000","$4,500,000","$500,000",$0,2013-14,64300000,0.08242612752721618
Jimmy Howard,-,29,"Mar. 26, 1984",United States,G,Left,64 - Round 2 - 2003 (DET),DET,Standard (1-way),29,NMC,6,UFA,2019,"$5,291,666","$5,291,666","$5,500,000","$5,000,000","$500,000",$0,2013-14,64300000,0.08229651632970451
Marián Hossa,-,34,"Jan. 12, 1979",Slovakia,RW,Left,12 - Round 1 - 1997 (OTT),CHI,Standard (1-way),30,NMC,12,UFA,2021,"$5,275,000","$5,275,000","$7,900,000","$7,900,000",$0,$0,2013-14,64300000,0.08203732503888025
Jeff Carter,PIT,28,"Jan. 1, 1985",Canada,"RW, C",Right,11 - Round 1 - 2003 (PHI),PHI,Standard (1-way),25,,11,UFA,2022,"$5,272,727","$5,272,727","$6,500,000","$6,500,000",$0,$0,2013-14,64300000,0.08200197511664074
Evander Kane,EDM,21,"Aug. 2, 1991",Canada,"LW, RW",Left,4 - Round 1 - 2009 (ATL),WPG,Standard (1-way),21,,6,UFA,2018,"$5,250,000","$5,250,000","$4,500,000","$4,500,000",$0,$0,2013-14,64300000,0.08164852255054432
David Krejci,-,27,"Apr. 28, 1986",Czech Republic,C,Right,63 - Round 2 - 2004 (BOS),BOS,Standard (1-way),25,M-NTC,3,UFA,2015,"$5,250,000","$5,250,000","$5,250,000","$5,250,000",$0,$0,2013-14,64300000,0.08164852255054432
Mark Streit,-,35,"Dec. 11, 1977",Switzerland,RD,Left,262 - Round 9 - 2004 (MTL),PHI,35+ (1-way),35,M-NTC,4,UFA,2017,"$5,250,000","$5,250,000","$5,000,000","$3,000,000","$2,000,000",$0,2013-14,64300000,0.08164852255054432
Keith Yandle,-,26,"Sep. 9, 1986",United States,LD,Left,105 - Round 4 - 2005 (ARI),ARI,Standard (1-way),24,,5,UFA,2016,"$5,250,000","$5,250,000","$5,250,000","$5,250,000",$0,$0,2013-14,64300000,0.08164852255054432
Dennis Wideman,-,30,"Mar. 20, 1983",Canada,RD,Right,241 - Round 8 - 2002 (BUF),CGY,Standard (1-way),29,NMC,5,UFA,2017,"$5,250,000","$5,250,000","$5,000,000","$5,000,000",$0,$0,2013-14,64300000,0.08164852255054432
Jamie Benn,DAL,23,"Jul. 18, 1989",Canada,"LW, C",Left,129 - Round 5 - 2007 (DAL),DAL,Standard (1-way),22,,5,UFA,2017,"$5,250,000","$5,250,000","$5,000,000","$5,000,000",$0,$0,2013-14,64300000,0.08164852255054432
Joffrey Lupul,-,29,"Sep. 23, 1983",Canada,"LW, RW",Right,7 - Round 1 - 2002 (ANA),TOR,Standard (1-way),29,M-NTC,5,UFA,2018,"$5,250,000","$5,250,000","$5,250,000","$3,250,000","$2,000,000",$0,2013-14,64300000,0.08164852255054432
David Clarkson,-,29,"Mar. 31, 1984",Canada,RW,Right,-,TOR,Standard (1-way),29,"M-NTC, NMC",7,UFA,2020,"$5,250,000","$5,250,000","$4,500,000","$1,000,000","$3,500,000",$0,2013-14,64300000,0.08164852255054432
Dustin Byfuglien,-,28,"Mar. 27, 1985",United States,RD,Right,245 - Round 8 - 2003 (CHI),ATL,Standard (1-way),25,M-NTC,5,UFA,2016,"$5,200,000","$5,200,000","$5,750,000","$5,750,000",$0,$0,2013-14,64300000,0.08087091757387248
Zach Bogosian,MIN,22,"Jul. 15, 1990",United States,RD,Right,3 - Round 1 - 2008 (WPG),WPG,Standard (1-way),22,,7,UFA,2020,"$5,142,857","$5,142,857","$4,000,000","$4,000,000",$0,$0,2013-14,64300000,0.07998222395023329
Bobby Ryan,-,26,"Mar. 17, 1987",United States,"RW, LW",Right,2 - Round 1 - 2005 (ANA),ANA,Standard (1-way),23,,5,UFA,2015,"$5,100,000","$5,100,000","$5,562,500","$5,562,500",$0,$0,2013-14,64300000,0.07931570762052877
Marc-André Fleury,MIN,28,"Nov. 28, 1984",Canada,G,Left,1 - Round 1 - 2003 (PIT),PIT,Standard (1-way),23,"M-NTC, NMC",7,UFA,2015,"$5,000,000","$5,000,000","$5,750,000","$5,750,000",$0,$0,2013-14,64300000,0.07776049766718507
Paul Martin,-,32,"Mar. 5, 1981",United States,LD,Left,62 - Round 2 - 2000 (NJD),PIT,Standard (1-way),29,"M-NTC, NMC",5,UFA,2015,"$5,000,000","$5,000,000","$5,000,000","$5,000,000",$0,$0,2013-14,64300000,0.07776049766718507
Brian Gionta,-,34,"Jan. 18, 1979",United States,RW,Right,82 - Round 3 - 1998 (NJD),MTL,Standard (1-way),30,NTC,5,UFA,2014,"$5,000,000","$5,000,000","$5,000,000","$5,000,000",$0,$0,2013-14,64300000,0.07776049766718507
Patrice Bergeron,-,27,"Jul. 24, 1985",Canada,C,Right,45 - Round 2 - 2003 (BOS),BOS,Standard (1-way),25,NMC,3,UFA,2014,"$5,000,000","$5,000,000","$4,550,000","$3,550,000","$1,000,000",$0,2013-14,64300000,0.07776049766718507
Sergei Gonchar,-,39,"Apr. 13, 1974",Russia,LD,Left,14 - Round 1 - 1992 (WSH),DAL,35+ (1-way),39,NMC,2,UFA,2015,"$5,000,000","$5,000,000","$5,000,000","$5,000,000",$0,$0,2013-14,64300000,0.07776049766718507
Tomas Plekanec,-,30,"Oct. 31, 1982",Czech Republic,C,Left,71 - Round 3 - 2001 (MTL),MTL,Standard (1-way),27,M-NTC,6,UFA,2016,"$5,000,000","$5,000,000","$5,000,000","$5,000,000",$0,$0,2013-14,64300000,0.07776049766718507
James Neal,-,25,"Sep. 3, 1987",Canada,"RW, LW",Left,33 - Round 2 - 2005 (DAL),PIT,Standard (1-way),24,,6,UFA,2018,"$5,000,000","$5,000,000","$5,000,000","$5,000,000",$0,$0,2013-14,64300000,0.07776049766718507
Ryan O'Reilly,NSH,22,"Feb. 7, 1991",Canada,C,Left,33 - Round 2 - 2009 (COL),COL,Standard (1-way),21,,2,RFA,2014,"$5,000,000","$5,000,000","$6,500,000","$6,500,000",$0,$0,2013-14,64300000,0.07776049766718507
