Year,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
2023,Alexander Barabanov,S.J,L,29,1994-06-17,St. Petersburg,RUS,RUS,,70.0,195.0,,-,-,-,-
2023,Alexander Holtz,N.J,R,22,2002-01-23,Stockholm,SWE,SWE,,72.0,195.0,2020.0,N.J,1,7,7
2023,Alexander Romanov,NYI,D,24,2000-01-06,Moscow,RUS,RUS,,73.0,215.0,2018.0,MTL,2,7,38
2021,Alexander Radulov,DAL,R,37,1986-07-05,Nizhny Tagil,RUS,RUS,,73.0,200.0,2004.0,NSH,1,15,15
2023,Alexandre Texier,CBJ,C,24,1999-09-13,St. Martin D'heres,FRA,FRA,,73.0,186.0,2017.0,CBJ,2,14,45
2023,Alexey Toropchenko,STL,R,24,1999-06-25,Moscow,RUS,RUS,,78.0,222.0,2017.0,STL,4,20,113
2022,Alexey Toropchenko,STL,R,24,1999-06-25,Moscow,RUS,RUS,,78.0,222.0,2017.0,STL,4,20,113
2023,Aliaksei Protas,WSH,C,23,2001-01-06,VITEBSK,BLR,BLR,,78.0,225.0,2019.0,WSH,3,29,91
2022,Aliaksei Protas,WSH,C,23,2001-01-06,VITEBSK,BLR,BLR,,78.0,225.0,2019.0,WSH,3,29,91
2023,Andre Burakovsky,SEA,L,29,1995-02-09,Klagenfurt,AUT,SWE,,75.0,209.0,2013.0,WSH,1,23,23
2021,Aliaksei Protas,WSH,C,23,2001-01-06,VITEBSK,BLR,BLR,,78.0,225.0,2019.0,WSH,3,29,91
2023,Andreas Englund,L.A,D,28,1996-01-21,Stockholm,SWE,SWE,,75.0,189.0,2014.0,OTT,2,10,40
2023,Andrei Kuzmenko,"CGY, VAN",L,28,1996-02-04,YAKUTSK,RUS,RUS,,71.0,194.0,,-,-,-,-
2023,Andrei Svechnikov,CAR,R,23,2000-03-26,Barnual,RUS,RUS,,74.0,195.0,2018.0,CAR,1,2,2
2022,Andreas Johnsson,"N.J, S.J",L,29,1994-11-21,Gävle,SWE,SWE,,70.0,195.0,2013.0,TOR,7,21,202
2022,Andrei Kuzmenko,VAN,L,28,1996-02-04,YAKUTSK,RUS,RUS,,71.0,194.0,,-,-,-,-
2022,Andrei Svechnikov,CAR,R,23,2000-03-26,Barnual,RUS,RUS,,74.0,195.0,2018.0,CAR,1,2,2
2021,Andrej Sekera,DAL,D,37,1986-06-08,Bojnice,SVK,SVK,,72.0,200.0,2004.0,BUF,3,6,71
2021,Andrej Sustr,"ANA, T.B",D,33,1990-11-29,Plzen,CZE,CZE,,79.0,217.0,,-,-,-,-
2014,Anton Lander,EDM,C,32,1991-04-24,Sundsvall,SWE,SWE,,72.0,184.0,2009.0,EDM,2,10,40
2014,Anton Stralman,T.B,D,37,1986-08-01,Tibro,SWE,SWE,,71.0,193.0,2005.0,TOR,7,22,216
2016,Antoine Roussel,DAL,L,34,1989-11-21,Roubaix,FRA,FRA,,71.0,200.0,,-,-,-,-
2014,Anze Kopitar,L.A,C,36,1987-08-24,Jesenice,SVN,SVN,,75.0,225.0,2005.0,L.A,1,11,11
2016,Anton Blidh,BOS,L,29,1995-03-14,Molnlycke,SWE,SWE,,73.0,197.0,2013.0,BOS,6,29,180
2019,Antoine Roussel,VAN,L,34,1989-11-21,Roubaix,FRA,FRA,,71.0,200.0,,-,-,-,-
2023,Anton Blidh,NYR,L,29,1995-03-14,Molnlycke,SWE,SWE,,73.0,197.0,2013.0,BOS,6,29,180
2023,Anton Lundell,FLA,C,22,2001-10-03,Espoo,FIN,FIN,,73.0,185.0,2020.0,FLA,1,12,12
2023,Anze Kopitar,L.A,C,36,1987-08-24,Jesenice,SVN,SVN,,75.0,225.0,2005.0,L.A,1,11,11
2022,Anton Blidh,COL,L,29,1995-03-14,Molnlycke,SWE,SWE,,73.0,197.0,2013.0,BOS,6,29,180
2022,Anton Levtchi,FLA,L,28,1995-11-28,Varkaus,FIN,FIN,,72.0,185.0,,-,-,-,-
2023,Artem Zub,OTT,D,28,1995-10-03,Khabarovsk,RUS,RUS,,74.0,200.0,,-,-,-,-
2023,Artemi Panarin,NYR,L,32,1991-10-30,Korkino,RUS,RUS,,72.0,173.0,,-,-,-,-
2023,Arthur Kaliyev,L.A,R,22,2001-06-26,New York City,USA,USA,,74.0,210.0,2019.0,L.A,2,2,33
2023,Artturi Lehkonen,COL,L,28,1995-07-04,Piikkio,FIN,FIN,,71.0,179.0,2013.0,MTL,2,25,55
2021,Antoine Roussel,ARI,L,34,1989-11-21,Roubaix,FRA,FRA,,71.0,200.0,,-,-,-,-
2022,Artem Zub,OTT,D,28,1995-10-03,Khabarovsk,RUS,RUS,,74.0,200.0,,-,-,-,-
2022,Artemi Panarin,NYR,L,32,1991-10-30,Korkino,RUS,RUS,,72.0,173.0,,-,-,-,-
2023,Axel Jonsson-Fjallby,WPG,L,26,1998-02-10,Stockholm,SWE,SWE,,73.0,189.0,2016.0,WSH,5,26,147
2022,Artturi Lehkonen,COL,L,28,1995-07-04,Piikkio,FIN,FIN,,71.0,179.0,2013.0,MTL,2,25,55
2021,Artem Zub,OTT,D,28,1995-10-03,Khabarovsk,RUS,RUS,,74.0,200.0,,-,-,-,-
2022,Austin Strand,ANA,D,27,1997-02-17,Calgary,AB,CAN,,75.0,215.0,,-,-,-,-
2021,Artemi Panarin,NYR,L,32,1991-10-30,Korkino,RUS,RUS,,72.0,173.0,,-,-,-,-
2021,Arthur Kaliyev,L.A,R,22,2001-06-26,New York City,USA,USA,,74.0,210.0,2019.0,L.A,2,2,33
2021,Arttu Ruotsalainen,BUF,C,26,1997-10-29,Oulu,FIN,FIN,,68.0,187.0,,-,-,-,-
2022,Axel Jonsson-Fjallby,WPG,L,26,1998-02-10,Stockholm,SWE,SWE,,73.0,189.0,2016.0,WSH,5,26,147
2009,Boris Valabik,ATL,D,38,1986-02-14,Nitra,SVK,SVK,,79.0,255.0,2004.0,ATL,1,10,10
2008,Boris Valabik,ATL,D,38,1986-02-14,Nitra,SVK,SVK,,79.0,255.0,2004.0,ATL,1,10,10
2021,Austin Strand,L.A,D,27,1997-02-17,Calgary,AB,CAN,,75.0,215.0,,-,-,-,-
2007,Brad Lukowich,T.B,D,47,1976-08-12,Cranbrook,BC,CAN,CAN,73.0,191.0,1994.0,NYI,4,12,90
2015,Borna Rendulic,COL,R,31,1992-03-25,Zagreb,HRV,HRV,,74.0,200.0,,-,-,-,-
2021,Axel Jonsson-Fjallby,WSH,L,26,1998-02-10,Stockholm,SWE,SWE,,73.0,189.0,2016.0,WSH,5,26,147
2007,Brad Richardson,COL,C,39,1985-02-04,Belleville,ON,CAN,CAN,72.0,190.0,2003.0,COL,5,27,163
2018,Bogdan Kiselevich,FLA,D,34,1990-02-14,Cherepovets,RUS,RUS,,72.0,202.0,,-,-,-,-
2007,Brad Winchester,DAL,L,43,1981-03-01,Madison,WI,USA,USA,77.0,230.0,2000.0,EDM,2,5,35
2007,Brady Murray,L.A,L,39,1984-08-17,Brandon,MB,CAN,USA,70.0,185.0,2003.0,L.A,5,16,152
2016,Borna Rendulic,VAN,R,31,1992-03-25,Zagreb,HRV,HRV,,74.0,200.0,,-,-,-,-
2007,Brandon Dubinsky,NYR,C,37,1986-04-29,Anchorage,AK,USA,USA,74.0,208.0,2004.0,NYR,2,30,60
2007,Brandon Nolan,CAR,C,40,1983-07-18,St. Catharines,ON,CAN,CAN,73.0,192.0,2003.0,VAN,4,10,111
2007,Branislav Mezei,FLA,D,43,1980-10-08,Nitra,SVK,SVK,,76.0,235.0,1999.0,NYI,1,10,10
2007,Branko Radivojevic,MIN,R,43,1980-11-24,Piestany,SVK,SVK,,72.0,208.0,1999.0,COL,3,27,93
2007,Braydon Coburn,PHI,D,39,1985-02-27,Shaunavon,SK,CAN,CAN,77.0,224.0,2003.0,ATL,1,8,8
2007,Brendan Bell,PHX,D,40,1983-03-31,Ottawa,ON,CAN,CAN,74.0,205.0,2001.0,TOR,3,2,65
2007,Brendan Morrison,VAN,C,48,1975-08-15,Pitt Meadows,BC,CAN,CAN,71.0,176.0,1993.0,N.J,2,13,39
2007,Brendan Shanahan,NYR,L,55,1969-01-23,Mimico,ON,CAN,CAN,75.0,220.0,1987.0,N.J,1,2,2
2007,Brendan Witt,NYI,D,49,1975-02-20,Humboldt,SK,CAN,CAN,74.0,223.0,1993.0,WSH,1,11,11
2007,Brenden Morrow,DAL,L,45,1979-01-16,Carlyle,SK,CAN,CAN,71.0,212.0,1997.0,DAL,1,25,25
2007,Brent Burns,MIN,D,39,1985-03-09,Barrie,ON,CAN,CAN,77.0,230.0,2003.0,MIN,1,20,20
2007,Brent Seabrook,CHI,D,38,1985-04-20,Richmond,BC,CAN,CAN,75.0,220.0,2003.0,CHI,1,14,14
2007,Brent Sopel,CHI,D,47,1977-01-07,Calgary,AB,CAN,CAN,74.0,205.0,1995.0,VAN,6,14,144
2007,Bret Hedican,CAR,D,53,1970-08-10,St. Paul,MN,USA,USA,74.0,210.0,1988.0,STL,10,9,198
2007,Brett Clark,COL,D,47,1976-12-23,Wapella,SK,CAN,CAN,72.0,194.0,1996.0,MTL,6,19,154
2023,Brendan Brisson,VGK,C,22,2001-10-22,USA,72,191,,,,2020.0,VGK,1,29,29
2007,Brett McLean,FLA,C,45,1978-08-14,Comox,BC,CAN,CAN,71.0,184.0,1997.0,DAL,9,25,242
2007,Brett Sterling,ATL,L,39,1984-04-24,Los Angeles,CA,USA,USA,67.0,175.0,2003.0,ATL,5,9,145
2007,Brian Boyle,L.A,C,39,1984-12-18,Hingham,MA,USA,USA,78.0,245.0,2003.0,L.A,1,26,26
2007,Brian Campbell,"BUF, S.J",D,44,1979-05-23,Strathroy,ON,CAN,CAN,70.0,192.0,1997.0,BUF,6,22,156
2007,Brian Gionta,N.J,R,45,1979-01-18,Rochester,NY,USA,USA,67.0,178.0,1998.0,N.J,3,24,82
2019,Brendan Perlini,"CHI, DET",L,27,1996-04-27,Guildford,GBR,GBR,,75.0,211.0,2014.0,ARI,1,12,12
2007,Brian McGrattan,OTT,R,42,1981-09-02,Hamilton,ON,CAN,CAN,76.0,235.0,1999.0,L.A,4,8,104
2016,Brendan Perlini,ARI,L,27,1996-04-27,Guildford,GBR,GBR,,75.0,211.0,2014.0,ARI,1,12,12
2007,Brian Rafalski,DET,D,50,1973-09-28,Dearborn,MI,USA,USA,70.0,194.0,,-,-,-,-
2018,Brendan Perlini,"ARI, CHI",L,27,1996-04-27,Guildford,GBR,GBR,,75.0,211.0,2014.0,ARI,1,12,12
2007,Brian Sutherby,"ANA, WSH",C,42,1982-03-01,Edmonton,AB,CAN,CAN,74.0,208.0,2000.0,WSH,1,26,26
2007,Brian Willsie,L.A,R,46,1978-03-16,Belmont,ON,CAN,CAN,73.0,202.0,1996.0,COL,6,11,146
2007,Brooks Laich,WSH,C,40,1983-06-23,Wawota,SK,CAN,CAN,74.0,200.0,2001.0,OTT,6,28,193
2007,Brooks Orpik,PIT,D,43,1980-09-26,San Francisco,CA,USA,USA,75.0,217.0,2000.0,PIT,1,18,18
2007,Bruno Gervais,NYI,D,39,1984-10-03,Longueuil,QC,CAN,CAN,73.0,200.0,2003.0,NYI,6,15,182
2007,Bryan Allen,FLA,D,43,1980-08-21,Kingston,ON,CAN,CAN,77.0,223.0,1998.0,VAN,1,4,4
2007,Bryan Berard,NYI,D,47,1977-03-05,Woonsocket,RI,USA,USA,74.0,220.0,1995.0,OTT,1,1,1
2007,Bryan Bickell,CHI,L,38,1986-03-09,Bowmanville,ON,CAN,CAN,76.0,223.0,2004.0,CHI,2,11,41
2007,Bryan Little,ATL,C,36,1987-11-12,Edmonton,AB,CAN,CAN,72.0,191.0,2006.0,ATL,1,12,12
2007,Bryan McCabe,TOR,D,48,1975-06-08,St. Catharines,ON,CAN,CAN,74.0,223.0,1993.0,NYI,2,14,40
2007,Bryan Smolinski,MTL,C,52,1971-12-27,Toledo,OH,USA,USA,73.0,203.0,1990.0,BOS,1,21,21
2013,Calle Jarnkrok,NSH,C,32,1991-09-25,Gävle,SWE,SWE,,72.0,192.0,2010.0,DET,2,21,51
2007,Bryce Salvador,"N.J, STL",D,48,1976-02-11,Brandon,MB,CAN,CAN,75.0,215.0,1994.0,T.B,6,8,138
2007,Byron Ritchie,VAN,C,46,1977-04-24,Burnaby,BC,CAN,CAN,70.0,190.0,1995.0,HFD,7,9,165
2021,Brendan Perlini,EDM,L,27,1996-04-27,Guildford,GBR,GBR,,75.0,211.0,2014.0,ARI,1,12,12
2007,Cam Barker,CHI,D,37,1986-04-04,Winnipeg,MB,CAN,CAN,75.0,223.0,2004.0,CHI,1,3,3
2007,Cam Janssen,STL,R,39,1984-04-15,St. Louis,MO,USA,USA,72.0,215.0,2002.0,N.J,4,21,117
2023,Calle Jarnkrok,TOR,C,32,1991-09-25,Gävle,SWE,SWE,,72.0,192.0,2010.0,DET,2,21,51
2023,Calle Rosen,STL,D,30,1994-02-02,Vaxjo,SWE,SWE,,73.0,188.0,,-,-,-,-
2014,Calle Jarnkrok,NSH,C,32,1991-09-25,Gävle,SWE,SWE,,72.0,192.0,2010.0,DET,2,21,51
2013,Carl Klingberg,WPG,L,33,1991-01-28,Gothenburg,SWE,SWE,,75.0,188.0,2009.0,ATL,2,4,34
2013,Carl Soderberg,BOS,C,38,1985-10-12,Malmö,SWE,SWE,,75.0,210.0,2004.0,STL,2,19,49
2020,Calle Jarnkrok,NSH,C,32,1991-09-25,Gävle,SWE,SWE,,72.0,192.0,2010.0,DET,2,21,51
2023,Carl Grundstrom,L.A,R,26,1997-12-01,Umea,SWE,SWE,,72.0,195.0,2016.0,TOR,2,27,57
2019,Calvin Thurkauf,CBJ,C,26,1997-06-27,Zug,CHE,CHE,,74.0,204.0,2016.0,CBJ,7,4,185
2018,Calle Rosen,TOR,D,30,1994-02-02,Vaxjo,SWE,SWE,,73.0,188.0,,-,-,-,-
2022,Calle Jarnkrok,TOR,C,32,1991-09-25,Gävle,SWE,SWE,,72.0,192.0,2010.0,DET,2,21,51
2022,Calle Rosen,STL,D,30,1994-02-02,Vaxjo,SWE,SWE,,73.0,188.0,,-,-,-,-
2020,Carl Grundstrom,L.A,R,26,1997-12-01,Umea,SWE,SWE,,72.0,195.0,2016.0,TOR,2,27,57
2020,Carl Gunnarsson,STL,D,37,1986-11-09,Orebro,SWE,SWE,,74.0,198.0,2007.0,TOR,7,13,194
2020,Carl Hagelin,WSH,L,35,1988-08-23,Sodertalje,SWE,SWE,,72.0,183.0,2007.0,NYR,6,17,168
2022,Carl Grundstrom,L.A,R,26,1997-12-01,Umea,SWE,SWE,,72.0,195.0,2016.0,TOR,2,27,57
2019,Carl Gunnarsson,STL,D,37,1986-11-09,Orebro,SWE,SWE,,74.0,198.0,2007.0,TOR,7,13,194
2019,Carl Hagelin,WSH,L,35,1988-08-23,Sodertalje,SWE,SWE,,72.0,183.0,2007.0,NYR,6,17,168
2019,Carl Soderberg,ARI,C,38,1985-10-12,Malmö,SWE,SWE,,75.0,210.0,2004.0,STL,2,19,49
2018,Carl Soderberg,COL,C,38,1985-10-12,Malmö,SWE,SWE,,75.0,210.0,2004.0,STL,2,19,49
2011,Carl Klingberg,WPG,L,33,1991-01-28,Gothenburg,SWE,SWE,,75.0,188.0,2009.0,ATL,2,4,34
2007,Christian Backman,"NYR, STL",D,43,1980-04-28,Gothenburg,SWE,SWE,,76.0,210.0,1998.0,STL,1,24,24
2007,Christian Ehrhoff,S.J,D,41,1982-07-06,Moers,DEU,DEU,,74.0,201.0,2001.0,S.J,4,10,106
2007,Christoph Schubert,OTT,D,42,1982-02-05,Munich,DEU,DEU,,75.0,230.0,2001.0,OTT,4,31,127
2007,Chuck Kobasew,BOS,R,41,1982-04-17,Vancouver,BC,CAN,CAN,72.0,192.0,2001.0,CGY,1,14,14
2007,Clarke MacArthur,BUF,L,38,1985-04-06,Lloydminster,AB,CAN,CAN,72.0,192.0,2003.0,BUF,3,6,74
2021,Calle Jarnkrok,"CGY, SEA",C,32,1991-09-25,Gävle,SWE,SWE,,72.0,192.0,2010.0,DET,2,21,51
2021,Calle Rosen,STL,D,30,1994-02-02,Vaxjo,SWE,SWE,,73.0,188.0,,-,-,-,-
2007,Cody Bass,OTT,C,37,1987-01-07,Owen sound,ON,CAN,CAN,72.0,205.0,2005.0,OTT,4,4,95
2009,Christian Ehrhoff,VAN,D,41,1982-07-06,Moers,DEU,DEU,,74.0,201.0,2001.0,S.J,4,10,106
2012,Christian Ehrhoff,BUF,D,41,1982-07-06,Moers,DEU,DEU,,74.0,201.0,2001.0,S.J,4,10,106
2020,Christian Djoos,DET,D,29,1994-08-06,Gothenburg,SWE,SWE,,72.0,180.0,2012.0,WSH,7,14,195
2013,Christian Ehrhoff,BUF,D,41,1982-07-06,Moers,DEU,DEU,,74.0,201.0,2001.0,S.J,4,10,106
2013,Christian Folin,MIN,D,33,1991-02-09,Gothenburg,SWE,SWE,,75.0,204.0,,-,-,-,-
2021,Carl Dahlstrom,TOR,D,29,1995-01-28,Stockholm,SWE,SWE,,76.0,231.0,2013.0,CHI,2,21,51
2021,Carl Grundstrom,L.A,R,26,1997-12-01,Umea,SWE,SWE,,72.0,195.0,2016.0,TOR,2,27,57
2021,Carl Hagelin,WSH,L,35,1988-08-23,Sodertalje,SWE,SWE,,72.0,183.0,2007.0,NYR,6,17,168
2014,Christian Ehrhoff,PIT,D,41,1982-07-06,Moers,DEU,DEU,,74.0,201.0,2001.0,S.J,4,10,106
2018,Christian Djoos,WSH,D,29,1994-08-06,Gothenburg,SWE,SWE,,72.0,180.0,2012.0,WSH,7,14,195
2019,Christian Folin,MTL,D,33,1991-02-09,Gothenburg,SWE,SWE,,75.0,204.0,,-,-,-,-
2023,Connor Bedard,CHI,C,18,2005-07-17,CAN,70,185,,,,2023.0,CHI,1,1,1
2018,Christian Folin,"MTL, PHI",D,33,1991-02-09,Gothenburg,SWE,SWE,,75.0,204.0,,-,-,-,-
2019,Christoffer Ehn,DET,C,27,1996-04-05,Skara,SWE,SWE,,75.0,195.0,2014.0,DET,4,16,106
2017,Christian Jaros,OTT,D,27,1996-04-02,Kosice,SVK,SVK,,75.0,222.0,2015.0,OTT,5,18,139
2018,Christoffer Ehn,DET,C,27,1996-04-05,Skara,SWE,SWE,,75.0,195.0,2014.0,DET,4,16,106
2017,Christoph Bertschy,MIN,C,29,1994-04-05,Fribourg,CHE,CHE,,70.0,185.0,2012.0,MIN,6,7,158
2015,Christian Folin,MIN,D,33,1991-02-09,Gothenburg,SWE,SWE,,75.0,204.0,,-,-,-,-
2007,Curtis Brown,S.J,C,48,1976-02-12,Unity,SK,CAN,CAN,72.0,200.0,1994.0,BUF,2,17,43
2015,Christoph Bertschy,MIN,C,29,1994-04-05,Fribourg,CHE,CHE,,70.0,185.0,2012.0,MIN,6,7,158
2007,DJ King,STL,L,39,1984-06-27,Meadow Lake,SK,CAN,CAN,75.0,231.0,2002.0,STL,6,24,190
2007,Dainius Zubrus,N.J,C,45,1978-06-16,Elektrenai,LTU,LTU,,77.0,225.0,1996.0,PHI,1,15,15
2007,Dallas Drake,DET,R,55,1969-02-04,Trail,BC,CAN,CAN,72.0,186.0,1989.0,DET,6,11,116
2007,Dan Boyle,T.B,D,47,1976-07-12,Ottawa,ON,CAN,CAN,71.0,194.0,,-,-,-,-
2009,Craig Adams,PIT,R,46,1977-04-26,Seria,BRN,CAN,,72.0,200.0,1996.0,HFD,9,8,223
2007,Dan Girardi,NYR,D,39,1984-04-29,Welland,ON,CAN,CAN,73.0,212.0,,-,-,-,-
2023,Daemon Hunt,MIN,D,21,2002-05-15,CAN,73,201,,,,2020.0,MIN,3,3,65
2008,Craig Adams,"CHI, PIT",R,46,1977-04-26,Seria,BRN,CAN,,72.0,200.0,1996.0,HFD,9,8,223
2012,Craig Adams,PIT,R,46,1977-04-26,Seria,BRN,CAN,,72.0,200.0,1996.0,HFD,9,8,223
2021,Christian Jaros,N.J,D,27,1996-04-02,Kosice,SVK,SVK,,75.0,222.0,2015.0,OTT,5,18,139
2023,Daniel Sprong,DET,R,27,1997-03-17,Amsterdam,NLD,NLD,,72.0,202.0,2015.0,PIT,2,16,46
2023,Daniil Miromanov,"CGY, VGK",D,26,1997-07-11,Moscow,RUS,RUS,,76.0,200.0,,-,-,-,-
2023,Danil Gushchin,S.J,L,22,2002-02-06,Yekaterinburg,RUS,RUS,,68.0,165.0,2020.0,S.J,3,14,76
2007,Daniel Cleary,DET,R,45,1978-12-18,Carbonear,NL,CAN,CAN,73.0,205.0,1997.0,CHI,1,13,13
2012,Damien Brunner,DET,R,38,1986-03-09,Zürich,CHE,CHE,,71.0,185.0,,-,-,-,-
2009,Daniel Alfredsson,OTT,R,51,1972-12-11,Gothenburg,SWE,SWE,,71.0,203.0,1994.0,OTT,6,3,133
2010,Craig Adams,PIT,R,46,1977-04-26,Seria,BRN,CAN,,72.0,200.0,1996.0,HFD,9,8,223
2023,David Gustafsson,WPG,C,23,2000-04-11,Tingsryd,SWE,SWE,,74.0,212.0,2018.0,WPG,2,29,60
2023,David Jiricek,CBJ,D,20,2003-11-28,Klatovy,CZE,CZE,,76.0,199.0,2022.0,CBJ,1,6,6
2023,David Kampf,TOR,C,29,1995-01-12,Chomutov,CZE,CZE,,74.0,197.0,,-,-,-,-
2023,David Pastrnak,BOS,R,27,1996-05-25,Havirov,CZE,CZE,,73.0,195.0,2014.0,BOS,1,25,25
2010,Dainius Zubrus,N.J,C,45,1978-06-16,Elektrenai,LTU,LTU,,77.0,225.0,1996.0,PHI,1,15,15
2020,Daniel Sprong,WSH,R,27,1997-03-17,Amsterdam,NLD,NLD,,72.0,202.0,2015.0,PIT,2,16,46
2007,Darren McCarty,DET,R,51,1972-04-01,Burnaby,BC,CAN,CAN,73.0,210.0,1992.0,DET,2,22,46
2022,Daniel Sprong,SEA,R,27,1997-03-17,Amsterdam,NLD,NLD,,72.0,202.0,2015.0,PIT,2,16,46
2022,Daniil Miromanov,VGK,D,26,1997-07-11,Moscow,RUS,RUS,,76.0,200.0,,-,-,-,-
2023,Denis Gurianov,"NSH, PHI",R,26,1997-06-07,Togliatti,RUS,RUS,,75.0,205.0,2015.0,DAL,1,12,12
2014,Damien Brunner,N.J,R,38,1986-03-09,Zürich,CHE,CHE,,71.0,185.0,,-,-,-,-
2012,Dany Heatley,MIN,L,43,1981-01-21,Freiburg,DEU,CAN,,75.0,212.0,2000.0,ATL,1,2,2
