Year,Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
2009,Andy Wozniewski,BOS,D,43,1980-05-25,Buffalo Grove,IL,USA,USA,77,225,-,-,-,-,-
2009,Anssi Salmela,"ATL, N.J",D,39,1984-08-13,Nokia,FIN,FIN,73,200,-,-,-,-,-,
2009,Antoine Vermette,CBJ,C,41,1982-07-20,St. Agapit,QC,CAN,CAN,73,197,2000,OTT,2,25,55
2009,Anton Klementyev,NYI,D,33,1990-03-25,Togliatti,RUS,RUS,73,198,2009,NYI,5,1,122,
2009,Anton Stralman,CBJ,D,37,1986-08-01,Tibro,SWE,SWE,71,193,2005,TOR,7,22,216,
2009,Anton Volchenkov,OTT,D,42,1982-02-25,Moscow,RUS,RUS,73,220,2000,OTT,1,21,21,
2009,Antti Miettinen,MIN,R,43,1980-07-03,Hämeenlinna,FIN,FIN,72,190,2000,DAL,7,27,224,
2009,Anze Kopitar,L.A,C,36,1987-08-24,Jesenice,SVN,SVN,75,225,2005,L.A,1,11,11,
2009,Arron Asham,PHI,R,45,1978-04-13,Portage La Prairie,MB,CAN,CAN,71,210,1996,MTL,3,19,71
2009,Artem Anisimov,NYR,C,35,1988-05-24,Yaroslavl,RUS,RUS,76,199,2006,NYR,2,24,54,
2009,Arturs Kulda,ATL,D,35,1988-07-25,Riga,LVA,LVA,74,215,2006,ATL,7,17,200,
2009,B.J. Crombeen,STL,R,38,1985-07-10,Denver,CO,USA,USA,74,209,2003,DAL,2,24,54
2009,Barret Jackman,STL,D,43,1981-03-05,Trail,BC,CAN,CAN,72,203,1999,STL,1,17,17
2009,Ben Eager,CHI,L,40,1984-01-22,Ottawa,ON,CAN,CAN,74,226,2002,PHX,1,23,23
2009,Ben Guite,NSH,R,45,1978-07-17,Montreal,QC,CAN,CAN,73,210,1997,MTL,7,11,172
2009,Ben Lovejoy,PIT,D,40,1984-02-20,Concord,NH,USA,USA,73,205,-,-,-,-,-
2009,Ben Maxwell,MTL,C,35,1988-03-30,North Vancouver,BC,CAN,CAN,73,195,2006,MTL,2,19,49
2009,Ben Walter,N.J,C,39,1984-05-11,Beaconsfield,QC,CAN,CAN,73,190,2004,BOS,5,31,160
2009,Benn Ferriero,S.J,R,36,1987-04-29,Boston,MA,USA,USA,71,195,2006,PHX,7,13,196
2009,Benoit Pouliot,"MIN, MTL",L,37,1986-09-29,Alfred,ON,CAN,CAN,75,200,2005,MIN,1,4,4
2009,Bill Guerin,PIT,R,53,1970-11-09,Worcester,MA,USA,USA,74,220,1989,N.J,1,5,5
2009,Blair Betts,PHI,C,44,1980-02-16,Edmonton,AB,CAN,CAN,75,210,1998,CGY,2,6,33
2009,Blair Jones,T.B,C,37,1986-09-27,Central Butte,SK,CAN,CAN,74,216,2005,T.B,4,11,102
2009,Blake Comeau,NYI,L,38,1986-02-18,Meadow Lake,SK,CAN,CAN,73,200,2004,NYI,2,17,47
2009,Blake Wheeler,BOS,R,37,1986-08-31,Plymouth,MN,USA,USA,77,220,2004,PHX,1,5,5
2009,Bobby Butler,OTT,R,36,1987-04-26,Marlborough,MA,USA,USA,72,189,-,-,-,-,-
2009,Bobby Ryan,ANA,R,37,1987-03-17,Cherry Hill,NJ,USA,USA,74,208,2005,ANA,1,2,2
2009,Bobby Sanguinetti,NYR,D,36,1988-02-29,Trenton,NJ,USA,USA,75,188,2006,NYR,1,21,21
2009,Boris Valabik,ATL,D,38,1986-02-14,Nitra,SVK,SVK,79,255,2004,ATL,1,10,10,
2009,Boyd Gordon,WSH,C,40,1983-10-19,Unity,SK,CAN,CAN,72,200,2002,WSH,1,17,17
2009,Boyd Kane,WSH,L,45,1978-04-18,Swift Current,SK,CAN,CAN,74,229,1998,NYR,4,28,114
2009,Brad Boyes,STL,R,41,1982-04-17,Mississauga,ON,CAN,CAN,72,199,2000,TOR,1,24,24
2009,Brad Lukowich,VAN,D,47,1976-08-12,Cranbrook,BC,CAN,CAN,73,191,1994,NYI,4,12,90
2009,Brad Marchand,BOS,L,35,1988-05-11,Halifax,NS,CAN,CAN,69,176,2006,BOS,3,8,71
2009,Brad May,DET,L,52,1971-11-29,Toronto,ON,CAN,CAN,73,213,1990,BUF,1,14,14
2009,Brad Richards,DAL,C,43,1980-05-02,Murray Hbr.,PE,CAN,CAN,72,199,1998,T.B,3,6,64
2009,Brad Richardson,L.A,R,39,1985-02-04,Belleville,ON,CAN,CAN,72,190,2003,COL,5,27,163
2009,Brad Staubitz,S.J,R,39,1984-07-28,Edmonton,AB,CAN,CAN,73,207,-,-,-,-,-
2009,Brad Stuart,DET,D,44,1979-11-06,Rocky Mountain House,AB,CAN,CAN,74,215,1998,S.J,1,3,3
2009,Brad Winchester,STL,L,43,1981-03-01,Madison,WI,USA,USA,77,230,2000,EDM,2,5,35
2009,Brandon Bochenski,T.B,R,41,1982-04-04,Blaine,MN,USA,USA,73,195,2001,OTT,7,27,223
2009,Brandon Dubinsky,NYR,C,37,1986-04-29,Anchorage,AK,USA,USA,74,208,2004,NYR,2,30,60
2009,Brandon Prust,"CGY, NYR",L,40,1984-03-16,London,ON,CAN,CAN,72,195,2004,CGY,3,5,70
2009,Brandon Segal,"DAL, L.A",R,40,1983-07-12,Richmond,BC,CAN,CAN,74,215,2002,NSH,4,6,102
2009,Brandon Sutter,CAR,C,35,1989-02-14,Huntington,NY,USA,CAN,75,190,2007,CAR,1,11,11
2009,Brandon Yip,COL,R,38,1985-04-25,Vancouver,BC,CAN,CAN,73,198,2004,COL,8,12,239
2009,Brayden Irwin,TOR,C,36,1987-03-24,Toronto,ON,CAN,CAN,77,215,-,-,-,-,-
2009,Brayden Schenn,L.A,C,32,1991-08-22,Saskatoon,SK,CAN,CAN,73,199,2009,L.A,1,5,5
2009,Braydon Coburn,PHI,D,39,1985-02-27,Shaunavon,SK,CAN,CAN,77,224,2003,ATL,1,8,8
2009,Brendan Mikkelson,ANA,D,36,1987-06-22,Regina,SK,CAN,CAN,75,210,2005,ANA,2,1,31
2009,Brendan Morrison,WSH,C,48,1975-08-15,Pitt Meadows,BC,CAN,CAN,71,176,1993,N.J,2,13,39
2009,Brendan Witt,NYI,D,49,1975-02-20,Humboldt,SK,CAN,CAN,74,223,1993,WSH,1,11,11
2009,Brenden Morrow,DAL,L,45,1979-01-16,Carlyle,SK,CAN,CAN,71,212,1997,DAL,1,25,25
2009,Brent Burns,MIN,D,39,1985-03-09,Barrie,ON,CAN,CAN,77,230,2003,MIN,1,20,20
2009,Brent Seabrook,CHI,D,38,1985-04-20,Richmond,BC,CAN,CAN,75,220,2003,CHI,1,14,14
2009,Brent Sopel,CHI,D,47,1977-01-07,Calgary,AB,CAN,CAN,74,205,1995,VAN,6,14,144
2009,Brett Carson,CAR,D,38,1985-11-29,Regina,SK,CAN,CAN,76,210,2004,CAR,4,11,109
2009,Brett Clark,COL,D,47,1976-12-23,Wapella,SK,CAN,CAN,72,194,1996,MTL,6,19,154
2009,Brett Festerling,ANA,D,38,1986-03-03,Prince George,BC,CAN,CAN,73,210,-,-,-,-,-
2009,Brett Lebda,DET,D,42,1982-01-15,Buffalo Grove,IL,USA,USA,69,195,-,-,-,-,-
2009,Brett Sutter,CGY,L,36,1987-06-02,Viking,AB,CAN,CAN,72,200,2005,CGY,6,17,179
2009,Brian Boyle,NYR,C,39,1984-12-18,Hingham,MA,USA,USA,78,245,2003,L.A,1,26,26
2009,Brian Campbell,CHI,D,44,1979-05-23,Strathroy,ON,CAN,CAN,70,192,1997,BUF,6,22,156
2009,Brian Gionta,MTL,R,45,1979-01-18,Rochester,NY,USA,USA,67,178,1998,N.J,3,24,82
2009,Brian Lee,OTT,D,36,1987-03-26,Moorhead,MN,USA,USA,75,200,2005,OTT,1,9,9
2009,Brian McGrattan,CGY,R,42,1981-09-02,Hamilton,ON,CAN,CAN,76,235,1999,L.A,4,8,104
2009,Brian Pothier,"CAR, WSH",D,46,1977-04-15,New Bedford,MA,USA,USA,72,204,-,-,-,-,-
2009,Brian Rafalski,DET,D,50,1973-09-28,Dearborn,MI,USA,USA,70,194,-,-,-,-,-
2009,Brian Rolston,N.J,R,51,1973-02-21,Flint,MI,USA,USA,74,215,1991,N.J,1,11,11
2009,Brian Sutherby,DAL,C,42,1982-03-01,Edmonton,AB,CAN,CAN,74,208,2000,WSH,1,26,26
2009,Brian Willsie,COL,R,46,1978-03-16,Belmont,ON,CAN,CAN,73,202,1996,COL,6,11,146
2009,Brock Trotter,MTL,L,37,1987-01-16,Brandon,MB,CAN,CAN,70,180,-,-,-,-,-
2009,Brooks Laich,WSH,C,40,1983-06-23,Wawota,SK,CAN,CAN,74,200,2001,OTT,6,28,193
2009,Brooks Orpik,PIT,D,43,1980-09-26,San Francisco,CA,USA,USA,75,217,2000,PIT,1,18,18
2009,Bruno Gervais,NYI,D,39,1984-10-03,Longueuil,QC,CAN,CAN,73,200,2003,NYI,6,15,182
2009,Bryan Allen,FLA,D,43,1980-08-21,Kingston,ON,CAN,CAN,77,223,1998,VAN,1,4,4
2009,Bryan Bickell,CHI,L,38,1986-03-09,Bowmanville,ON,CAN,CAN,76,223,2004,CHI,2,11,41
2009,Bryan Little,ATL,C,36,1987-11-12,Edmonton,AB,CAN,CAN,72,191,2006,ATL,1,12,12
2009,Bryan McCabe,FLA,D,48,1975-06-08,St. Catharines,ON,CAN,CAN,74,223,1993,NYI,2,14,40
2009,Bryan Rodney,CAR,D,39,1984-04-22,London,ON,CAN,CAN,72,195,-,-,-,-,-
2009,Bryce Salvador,N.J,D,48,1976-02-11,Brandon,MB,CAN,CAN,75,215,1994,T.B,6,8,138
2009,Byron Bitz,"BOS, FLA",R,39,1984-07-21,Saskatoon,SK,CAN,CAN,77,215,2003,BOS,4,6,107
2009,Cal Clutterbuck,MIN,R,36,1987-11-18,Welland,ON,CAN,CAN,72,212,2006,MIN,3,9,72
2009,Cal O'Reilly,NSH,C,37,1986-09-30,Toronto,ON,CAN,CAN,72,188,2005,NSH,5,25,150
2009,Cam Barker,"CHI, MIN",D,37,1986-04-04,Winnipeg,MB,CAN,CAN,75,223,2004,CHI,1,3,3
2009,Cam Janssen,STL,R,39,1984-04-15,St. Louis,MO,USA,USA,72,215,2002,N.J,4,21,117
2009,Carl Gunnarsson,TOR,D,37,1986-11-09,Orebro,SWE,SWE,74,198,2007,TOR,7,13,194,
2009,Carlo Colaiacovo,STL,D,41,1983-01-27,Toronto,ON,CAN,CAN,73,202,2001,TOR,1,17,17
2009,Casey Borer,CAR,D,38,1985-07-28,Minneapolis,MN,USA,USA,74,205,2004,CAR,3,4,69
2009,Casey Wellman,MIN,C,36,1987-10-18,Brentwood,CA,USA,USA,72,173,-,-,-,-,-
2009,Chad Kolarik,CBJ,C,38,1986-01-26,Abington,PA,USA,USA,71,178,2004,PHX,7,6,199
2009,Chad LaRose,CAR,R,41,1982-03-27,Fraser,MI,USA,USA,70,181,-,-,-,-,-
2009,Charles Linglet,EDM,L,41,1982-06-22,Montreal,QC,CAN,CAN,74,205,-,-,-,-,-
2009,Chris Bourque,"PIT, WSH",L,38,1986-01-29,Boston,MA,USA,USA,68,174,2004,WSH,2,3,33
2009,Chris Butler,BUF,D,37,1986-10-27,St. Louis,MO,USA,USA,73,196,2005,BUF,4,5,96
2009,Chris Campoli,OTT,D,39,1984-07-09,Mississauga,ON,CAN,CAN,72,200,2004,NYI,7,34,227
2009,Chris Chelios,ATL,D,62,1962-01-25,Chicago,IL,USA,USA,72,191,1981,MTL,2,19,40
2009,Chris Clark,"CBJ, WSH",R,48,1976-03-08,South Windsor,CT,USA,USA,72,191,1994,CGY,3,25,77
2009,Chris Conner,PIT,R,40,1983-12-23,Westland,MI,USA,USA,67,181,-,-,-,-,-
2009,Chris Drury,NYR,C,47,1976-08-20,Trumbull,CT,USA,USA,70,191,1994,QUE,3,20,72
2009,Chris Durno,COL,L,43,1980-10-31,Scarborough,ON,CAN,CAN,76,223,-,-,-,-,-
2009,Chris Higgins,"CGY, NYR",L,40,1983-06-02,Smithtown,NY,USA,USA,72,205,2002,MTL,1,14,14
2009,Chris Kelly,OTT,C,43,1980-11-11,Toronto,ON,CAN,CAN,72,190,1999,OTT,3,28,94
2009,Chris Kunitz,PIT,L,44,1979-09-26,Regina,SK,CAN,CAN,72,188,-,-,-,-,-
2009,Chris Minard,EDM,L,42,1981-11-18,Owen sound,ON,CAN,CAN,73,190,-,-,-,-,-
2009,Chris Neil,OTT,R,44,1979-06-18,Flesherton,ON,CAN,CAN,73,209,1998,OTT,6,16,161
2009,Chris Phillips,OTT,D,46,1978-03-09,Calgary,AB,CAN,CAN,75,219,1996,OTT,1,1,1
2009,Chris Pronger,PHI,D,49,1974-10-10,Dryden,ON,CAN,CAN,78,188,1993,HFD,1,2,2
2009,Chris Stewart,COL,R,36,1987-10-30,Toronto,ON,CAN,CAN,74,242,2006,COL,1,18,18
2009,Chris Thorburn,ATL,R,40,1983-06-03,Sault Ste. Marie,ON,CAN,CAN,75,235,2001,BUF,2,20,50
2009,Christian Ehrhoff,VAN,D,41,1982-07-06,Moers,DEU,DEU,74,201,2001,S.J,4,10,106,
2009,Christian Hanson,TOR,C,38,1986-03-10,"Glens Falls,",NY,USA,USA,76,228,-,-,-,-,-
2009,Christoph Schubert,ATL,D,42,1982-02-05,Munich,DEU,DEU,75,230,2001,OTT,4,31,127,
2009,Chuck Kobasew,"BOS, MIN",R,41,1982-04-17,Vancouver,BC,CAN,CAN,72,192,2001,CGY,1,14,14
2009,Clarke MacArthur,"ATL, BUF",L,38,1985-04-06,Lloydminster,AB,CAN,CAN,72,192,2003,BUF,3,6,74
2009,Claude Giroux,PHI,C,36,1988-01-12,Hearst,ON,CAN,CAN,71,190,2006,PHI,1,22,22
2009,Clay Wilson,FLA,D,40,1983-04-05,Sturgeon Lake,MN,USA,USA,72,195,-,-,-,-,-
2009,Clayton Stoner,MIN,D,39,1985-02-19,Port McNeill,BC,CAN,CAN,76,216,2004,MIN,3,14,79
2009,Cody Almond,MIN,C,34,1989-07-24,Calgary,AB,CAN,CAN,74,199,2007,MIN,5,19,140
2009,Cody Franson,NSH,D,36,1987-08-08,Sicamous,BC,CAN,CAN,77,224,2005,NSH,3,18,79
2009,Cody McLeod,COL,L,39,1984-06-26,Binscarth,MB,CAN,CAN,74,204,-,-,-,-,-
2009,Colby Armstrong,ATL,R,41,1982-11-23,Lloydminster,SK,CAN,CAN,74,185,2001,PIT,1,21,21
2009,Colin Fraser,CHI,C,39,1985-01-28,Sicamous,BC,CAN,CAN,73,190,2003,PHI,3,1,69
2009,Colin McDonald,EDM,R,39,1984-09-30,Wethersfield,CT,USA,USA,74,219,2003,EDM,2,21,51
2009,Colin White,N.J,D,46,1977-12-12,New glasgow,NS,CAN,CAN,76,215,1996,N.J,2,23,49
2009,Colin Wilson,NSH,"C, L",34,1989-10-20,Greenwich,CT,USA,USA,73,215,2008,NSH,1,7,7
2009,Colton Orr,TOR,R,42,1982-03-03,Winnipeg,MB,CAN,CAN,75,222,-,-,-,-,-
2009,Corey Elkins,L.A,C,39,1985-02-23,West Bloomfield,MI,USA,USA,74,214,-,-,-,-,-
2009,Corey Locke,NYR,C,39,1984-05-08,Toronto,ON,CAN,CAN,69,175,2003,MTL,4,12,113
2009,Corey Perry,ANA,R,38,1985-05-16,Peterborough,ON,CAN,CAN,75,208,2003,ANA,1,28,28
2009,Corey Potter,NYR,D,40,1984-01-05,Lansing,MI,USA,USA,75,204,2003,NYR,4,21,122
2009,Cory Murphy,N.J,D,46,1978-02-13,Kanata,ON,CAN,CAN,69,175,-,-,-,-,-
2009,Cory Sarich,CGY,D,45,1978-08-16,Saskatoon,SK,CAN,CAN,76,207,1996,BUF,2,1,27
2009,Cory Stillman,FLA,L,50,1973-12-20,Peterborough,ON,CAN,CAN,72,193,1992,CGY,1,6,6
2009,Craig Adams,PIT,R,46,1977-04-26,Seria,BRN,CAN,72,200,1996,HFD,9,8,223,
2009,Craig Conroy,CGY,C,52,1971-09-04,Potsdam,NY,USA,USA,74,193,1990,MTL,6,18,123
2009,Craig Rivet,BUF,D,49,1974-09-13,North Bay,ON,CAN,CAN,74,207,1992,MTL,3,20,68
2009,Curtis Glencross,CGY,L,41,1982-12-28,Kindersley,SK,CAN,CAN,73,197,-,-,-,-,-
2009,DJ King,STL,L,39,1984-06-27,Meadow Lake,SK,CAN,CAN,75,231,2002,STL,6,24,190
2009,Dainius Zubrus,N.J,C,45,1978-06-16,Elektrenai,LTU,LTU,77,225,1996,PHI,1,15,15,
2009,Dan Boyle,S.J,D,47,1976-07-12,Ottawa,ON,CAN,CAN,71,194,-,-,-,-,-
2009,Dan Girardi,NYR,D,39,1984-04-29,Welland,ON,CAN,CAN,73,212,-,-,-,-,-
2009,Dan Hamhuis,NSH,D,41,1982-12-13,Smithers,BC,CAN,CAN,73,204,2001,NSH,1,12,12
2009,Dan Sexton,ANA,R,36,1987-04-29,Apple Valley,MN,USA,USA,69,180,-,-,-,-,-
2009,Dane Byers,NYR,L,38,1986-02-21,Nipawin,SK,CAN,CAN,75,204,2004,NYR,2,18,48
2009,Daniel Alfredsson,OTT,R,51,1972-12-11,Gothenburg,SWE,SWE,71,203,1994,OTT,6,3,133,
2009,Daniel Briere,PHI,C,46,1977-10-06,Gatineau,QC,CAN,CAN,69,174,1996,PHX,1,24,24
2009,Daniel Carcillo,PHI,L,39,1985-01-28,King City,ON,CAN,CAN,72,200,2003,PIT,3,5,73
2009,Daniel Cleary,DET,R,45,1978-12-18,Carbonear,NL,CAN,CAN,73,205,1997,CHI,1,13,13
2009,Daniel Paille,"BOS, BUF",L,39,1984-04-15,Welland,ON,CAN,CAN,73,188,2002,BUF,1,20,20
2009,Daniel Sedin,VAN,L,43,1980-09-26,Ornskoldsvik,SWE,SWE,73,190,1999,VAN,1,2,2,
2009,Daniel Winnik,PHX,L,39,1985-03-06,Toronto,ON,CAN,CAN,74,210,2004,PHX,9,7,265
2009,Danny Irmen,MIN,C,39,1984-09-06,Fargo,ND,USA,USA,72,182,2003,MIN,3,10,78
2009,Danny Syvret,PHI,D,38,1985-06-13,Millgrove,ON,CAN,CAN,72,205,2005,EDM,3,20,81
2009,Dany Heatley,S.J,L,43,1981-01-21,Freiburg,DEU,CAN,75,212,2000,ATL,1,2,2,
2009,Darcy Hordichuk,VAN,L,43,1980-08-10,Kamsack,SK,CAN,CAN,73,215,2000,ATL,6,13,180
2009,Darcy Tucker,COL,R,49,1975-03-15,Castor,AB,CAN,CAN,70,178,1993,MTL,6,21,151
2009,Darren Haydar,COL,R,44,1979-10-22,Toronto,ON,CAN,CAN,69,170,1999,NSH,9,5,248
2009,Darren Helm,DET,C,37,1987-01-21,St. Andrews,MB,CAN,CAN,72,192,2005,DET,5,7,132
2009,Darroll Powe,PHI,C,38,1985-06-22,Saskatoon,SK,CAN,CAN,71,212,-,-,-,-,-
2009,Darryl Sydor,STL,D,51,1972-05-13,Edmonton,AB,CAN,CAN,73,211,1990,L.A,1,7,7
2009,Dave Bolland,CHI,C,37,1986-06-05,Mimico,ON,CAN,CAN,72,188,2004,CHI,2,2,32
2009,Dave Scatchard,NSH,C,48,1976-02-20,Hinton,AB,CAN,CAN,75,220,1994,VAN,2,16,42
2009,David Backes,STL,R,39,1984-05-01,Minneapolis,MN,USA,USA,75,215,2003,STL,2,32,62
2009,David Booth,FLA,L,39,1984-11-24,Detroit,MI,USA,USA,72,212,2004,FLA,2,23,53
2009,David Clarkson,N.J,R,39,1984-03-31,Toronto,ON,CAN,CAN,72,207,-,-,-,-,-
2009,David Desharnais,MTL,C,37,1986-09-14,Laurier-Station,QC,CAN,CAN,67,180,-,-,-,-,-
2009,David Hale,T.B,D,42,1981-06-18,Colorado Springs,CO,USA,USA,73,222,2000,N.J,1,22,22
2009,David Jones,COL,R,39,1984-08-10,Guelph,ON,CAN,CAN,75,208,2003,COL,9,27,288
2009,David Koci,COL,L,42,1981-05-12,Prague,CZE,CZE,78,238,2000,PIT,5,16,146,
2009,David Krejci,BOS,C,37,1986-04-28,Sternberk,CZE,CZE,72,192,2004,BOS,2,33,63,
2009,David Laliberte,PHI,R,38,1986-03-17,St-Jean-Sur-Richelie,QC,CAN,CAN,73,194,2004,PHI,4,26,124
2009,David Legwand,NSH,C,43,1980-08-17,Detroit,MI,USA,USA,74,207,1998,NSH,1,2,2
2009,David Moss,CGY,R,42,1981-12-28,Livonia,MI,USA,USA,76,210,2001,CGY,7,24,220
2009,David Perron,STL,L,35,1988-05-28,Sherbrooke,QC,CAN,CAN,73,196,2007,STL,1,26,26
2009,David Schlemko,PHX,D,36,1987-05-07,Edmonton,AB,CAN,CAN,73,191,-,-,-,-,-
